REF_START	REF_END	QUERY_START	QUERY_END	REF_LENGTH	QUERY_LENGTH	IDENTITY	REF_NAME	QUERY_NAME
26182	25621	25160	24524	562	637	34.2	VFCIXPIL	VFCIXNER
124518	125328	123767	124592	811	826	59.0	VFCIXPIL	VFCIXNER
125324	125606	124581	124863	283	283	63.7	VFCIXPIL	VFCIXNER
125924	126545	125199	125811	622	613	38.3	VFCIXPIL	VFCIXNER
126534	126951	125844	126249	418	406	40.0	VFCIXPIL	VFCIXNER
127320	127686	126571	126952	367	382	45.6	VFCIXPIL	VFCIXNER
127682	128231	127116	127671	550	556	49.7	VFCIXPIL	VFCIXNER
128236	128542	127672	127963	307	292	41.5	VFCIXPIL	VFCIXNER
37769	40007	34597	36820	2239	2224	42.2	VFCIXPIL	VFCIXNER
17191	16024	19069	17974	1168	1096	35.6	VFCIXPIL	VFCIXNER
17621	17228	19561	19171	394	391	43.8	VFCIXPIL	VFCIXNER
31534	30631	29870	28946	904	925	40.2	VFCIXPIL	VFCIXNER
13441	13765	13439	13760	325	322	45.7	VFCIXNER	VFPENROR
45971	44582	42541	41152	1390	1390	53.0	VFCIXNER	VFPENROR
46996	45997	43559	42572	1000	988	56.2	VFCIXNER	VFPENROR
48536	47213	46339	45127	1324	1213	42.2	VFCIXNER	VFPENROR
49473	48519	47255	46304	955	952	40.1	VFCIXNER	VFPENROR
49534	50866	48394	49636	1333	1243	48.4	VFCIXNER	VFPENROR
51114	54111	49935	52857	2998	2923	47.7	VFCIXNER	VFPENROR
55686	56736	56540	57521	1051	982	50.1	VFCIXNER	VFPENROR
73931	74504	73093	73654	574	562	42.7	VFCIXNER	VFPENROR
74500	75106	73650	74274	607	625	51.2	VFCIXNER	VFPENROR
75093	75828	74245	74917	736	673	35.4	VFCIXNER	VFPENROR
75817	76591	74906	75650	775	745	56.99	VFCIXNER	VFPENROR
76598	76919	75646	75973	322	328	52.0	VFCIXNER	VFPENROR
79009	78781	80115	79956	229	160	49.0	VFCIXNER	VFPENROR
79433	78971	80534	80111	463	424	41.7	VFCIXNER	VFPENROR
90558	90117	91153	90700	442	454	40.89	VFCIXNER	VFPENROR
90577	91684	91181	92240	1108	1060	61.0	VFCIXNER	VFPENROR
93247	94576	93691	94885	1330	1195	41.8	VFCIXNER	VFPENROR
94572	96381	94881	96684	1810	1804	49.7	VFCIXNER	VFPENROR
96450	96711	96664	96913	262	250	44.5	VFCIXNER	VFPENROR
96710	98300	96913	98512	1591	1600	63.7	VFCIXNER	VFPENROR
98299	99598	98515	99787	1300	1273	42.5	VFCIXNER	VFPENROR
99844	99577	100847	99776	268	1072	42.5	VFCIXNER	VFPENROR
100913	101570	100928	101576	658	649	39.2	VFCIXNER	VFPENROR
102609	101559	102528	101568	1051	961	37.7	VFCIXNER	VFPENROR
104545	102601	104345	102524	1945	1822	66.9	VFCIXNER	VFPENROR
104808	105825	104791	105781	1018	991	51.5	VFCIXNER	VFPENROR
106866	105855	106784	105770	1012	1015	43.4	VFCIXNER	VFPENROR
109907	107582	109298	107333	2326	1966	48.5	VFCIXNER	VFPENROR
110542	109903	109957	109294	640	664	36.6	VFCIXNER	VFPENROR
112550	110528	110690	109943	2023	748	43.3	VFCIXNER	VFPENROR
114116	112973	112095	111093	1144	1003	32.3	VFCIXNER	VFPENROR
115135	114901	112339	112081	235	259	57.6	VFCIXNER	VFPENROR
126571	126952	123199	123583	382	385	56.59	VFCIXNER	VFPENROR
127672	127963	124269	124545	292	277	45.8	VFCIXNER	VFPENROR
127973	128363	124544	124913	391	370	39.0	VFCIXNER	VFPENROR
128959	129298	125441	125804	340	364	45.0	VFCIXNER	VFPENROR
134330	134813	130346	130832	484	487	39.5	VFCIXNER	VFPENROR
71600	72890	70838	72074	1291	1237	48.2	VFCIXNER	VFPENROR
112559	112997	110727	111111	439	385	53.8	VFCIXNER	VFPENROR
115439	115127	112645	112342	313	304	45.2	VFCIXNER	VFPENROR
127116	127671	123715	124270	556	556	53.0	VFCIXNER	VFPENROR
128359	128959	124905	125445	601	541	39.6	VFCIXNER	VFPENROR
129290	129734	125797	126241	445	445	41.2	VFCIXNER	VFPENROR
20686	19849	18955	18184	838	772	41.7	VFCIXNER	VFPENROR
23040	21651	21601	20254	1390	1348	37.1	VFCIXNER	VFPENROR
23161	24073	21713	22547	913	835	39.5	VFCIXNER	VFPENROR
116146	115438	113106	112611	709	496	30.3	VFCIXNER	VFPENROR
37752	38853	36030	37113	1102	1084	53.0	VFCIXNER	VFPENROR
39559	38830	37785	37095	730	691	55.0	VFCIXNER	VFPENROR
40293	39555	38512	37759	739	754	43.0	VFCIXNER	VFPENROR
41176	40285	39371	38480	892	892	40.3	VFCIXNER	VFPENROR
41785	41215	39928	39355	571	574	44.7	VFCIXNER	VFPENROR
43070	41765	41187	39927	1306	1261	43.5	VFCIXNER	VFPENROR
72858	73935	72060	73116	1078	1057	46.8	VFCIXNER	VFPENROR
25160	24524	23500	23008	637	493	40.0	VFCIXNER	VFPENROR
25487	26636	23760	24936	1150	1177	55.0	VFCIXNER	VFPENROR
28062	26712	26516	25289	1351	1228	57.7	VFCIXNER	VFPENROR
28984	28051	27168	26490	934	679	56.0	VFCIXNER	VFPENROR
29870	28946	28185	27381	925	805	48.3	VFCIXNER	VFPENROR
34521	34362	32732	32579	160	154	56.49	VFCIXNER	VFPENROR
17985	17484	16225	15763	502	463	37.6	VFCIXNER	VFPENROR
19069	17974	17235	16221	1096	1015	40.79	VFCIXNER	VFPENROR
19561	19171	17893	17527	391	367	42.9	VFCIXNER	VFPENROR
19866	19557	18195	17889	310	307	46.4	VFCIXNER	VFPENROR
116184	117408	113122	114331	1225	1210	53.3	VFCIXNER	VFPENROR
37027	37756	35326	36034	730	709	37.9	VFCIXNER	VFPENROR
13961	13754	13959	13752	208	208	88.0	VFCIXNER	VFPENROR
34597	36820	32920	35152	2224	2233	49.7	VFCIXNER	VFPENROR
1269	1680	1269	1698	412	430	45.5	VFCIXNER	VFPENROR
1669	2302	1675	2266	634	592	26.7	VFCIXNER	VFPENROR
2736	3117	2811	3192	382	382	44.8	VFCIXNER	VFPENROR
3117	6666	3188	5402	3550	2215	43.3	VFCIXNER	VFPENROR
6676	10561	6808	10609	3886	3802	49.8	VFCIXNER	VFPENROR
10526	10913	10605	10971	388	367	77.7	VFCIXNER	VFPENROR
10909	11383	10946	11411	475	466	50.0	VFCIXNER	VFPENROR
11382	13455	11410	13456	2074	2047	62.2	VFCIXNER	VFPENROR
122473	122983	119569	120112	511	544	49.4	VFCIXNER	VFPENROR
122975	123563	120101	120608	589	508	44.5	VFCIXNER	VFPENROR
123767	124592	120785	121469	826	685	60.9	VFCIXNER	VFPENROR
124581	124863	121465	121702	283	238	73.4	VFCIXNER	VFPENROR
124865	125210	121698	121998	346	301	33.0	VFCIXNER	VFPENROR
125199	125811	121997	122597	613	601	47.2	VFCIXNER	VFPENROR
125844	126249	122596	122986	406	391	48.3	VFCIXNER	VFPENROR
129711	130116	126233	126536	406	304	53.6	VFCIXNER	VFPENROR
130093	130318	126510	126729	226	220	61.7	VFCIXNER	VFPENROR
58500	59283	59256	59979	784	724	39.7	VFCIXNER	VFPENROR
59230	59458	59966	60182	229	217	38.3	VFCIXNER	VFPENROR
59734	60355	60454	61072	622	619	38.8	VFCIXNER	VFPENROR
61313	62285	62112	62928	973	817	47.3	VFCIXNER	VFPENROR
62271	65421	62924	66053	3151	3130	52.7	VFCIXNER	VFPENROR
65395	65968	66027	66561	574	535	41.2	VFCIXNER	VFPENROR
65954	66503	66557	67115	550	559	72.8	VFCIXNER	VFPENROR
29896	30814	28234	29152	919	919	45.8	VFCIXNER	VFPENROR
130321	130435	126725	126839	115	115	70.2	VFCIXNER	VFPENROR
130431	130794	126835	127195	364	361	55.0	VFCIXNER	VFPENROR
130783	131137	127187	127523	355	337	54.6	VFCIXNER	VFPENROR
131137	131695	127522	128077	559	556	40.6	VFCIXNER	VFPENROR
131691	132606	128073	128916	916	844	39.9	VFCIXNER	VFPENROR
132612	132960	128884	129217	349	334	34.69	VFCIXNER	VFPENROR
134330	133157	130346	129197	1174	1150	52.4	VFCIXNER	VFPENROR
56719	57364	57504	58140	646	637	47.3	VFCIXNER	VFPENROR
57350	58511	58126	59260	1162	1135	58.9	VFCIXNER	VFPENROR
82447	81799	83448	82836	649	613	37.1	VFCIXNER	VFPENROR
83108	84242	84091	85207	1135	1117	50.1	VFCIXNER	VFPENROR
84273	84990	85178	85970	718	793	62.2	VFCIXNER	VFPENROR
85019	86087	85966	86971	1069	1006	40.89	VFCIXNER	VFPENROR
87653	86300	88313	86960	1354	1354	52.8	VFCIXNER	VFPENROR
88836	87657	89464	88309	1180	1156	41.8	VFCIXNER	VFPENROR
90101	88841	90699	89460	1261	1240	44.2	VFCIXNER	VFPENROR
49935	52857	53610	56571	2923	2962	35.0	VFPENROR	VFPENVAR
55591	56377	57068	57746	787	679	29.4	VFPENROR	VFPENVAR
56540	57521	57720	58743	982	1024	45.5	VFPENROR	VFPENVAR
57504	58140	58709	59354	637	646	37.6	VFPENROR	VFPENVAR
58126	59260	59343	60489	1135	1147	48.6	VFPENROR	VFPENVAR
59966	60182	61164	61428	217	265	31.8	VFPENROR	VFPENVAR
60454	61072	34415	35117	619	703	31.2	VFPENROR	VFPENVAR
121698	121998	121601	121928	301	328	37.8	VFPENROR	VFPENVAR
121997	122597	121927	122530	601	604	38.3	VFPENROR	VFPENVAR
122596	122986	122510	122912	391	403	53.1	VFPENROR	VFPENVAR
123199	123583	123138	123504	385	367	44.6	VFPENROR	VFPENVAR
124269	124545	124045	124315	277	271	41.7	VFPENROR	VFPENVAR
126233	126536	125978	126344	304	367	48.5	VFPENROR	VFPENVAR
126510	126729	126482	126596	220	115	43.2	VFPENROR	VFPENVAR
79967	79616	79835	79481	352	355	41.2	VFPENROR	VFPENVAR
80534	80111	80407	79957	424	451	39.4	VFPENROR	VFPENVAR
17235	16221	17425	16318	1015	1108	37.3	VFPENROR	VFPENVAR
39371	38480	38787	37788	892	1000	30.1	VFPENROR	VFPENVAR
39928	39355	39346	38770	574	577	45.1	VFPENROR	VFPENVAR
41187	39927	40559	39326	1261	1234	34.79	VFPENROR	VFPENVAR
42541	41152	41938	40555	1390	1384	45.4	VFPENROR	VFPENVAR
43559	42572	42903	41937	988	967	47.3	VFPENROR	VFPENVAR
46339	45127	49825	48457	1213	1369	33.7	VFPENROR	VFPENVAR
47255	46304	50759	49784	952	976	35.7	VFPENROR	VFPENVAR
47310	48408	50774	52058	1099	1285	35.5	VFPENROR	VFPENVAR
48394	49636	52044	53379	1243	1336	39.2	VFPENROR	VFPENVAR
126835	127195	126702	127041	361	340	43.5	VFPENROR	VFPENVAR
13439	13760	13556	13889	322	334	36.1	VFPENROR	VFPENVAR
17893	17527	17814	17421	367	394	38.2	VFPENROR	VFPENVAR
18955	18184	18897	18093	772	805	33.3	VFPENROR	VFPENVAR
100928	101576	100658	101300	649	643	35.1	VFPENROR	VFPENVAR
102528	101568	102300	101292	961	1009	32.9	VFPENROR	VFPENVAR
104345	102524	104106	102303	1822	1804	59.6	VFPENROR	VFPENVAR
104758	104341	104529	104106	418	424	37.6	VFPENROR	VFPENVAR
104791	105781	104596	105547	991	952	48.0	VFPENROR	VFPENVAR
106784	105770	106505	105539	1015	967	39.8	VFPENROR	VFPENVAR
109298	107333	109128	106995	1966	2134	41.4	VFPENROR	VFPENVAR
109957	109294	109738	109120	664	619	37.0	VFPENROR	VFPENVAR
11410	13456	11506	13567	2047	2062	54.5	VFPENROR	VFPENVAR
123715	124270	123506	124046	556	541	39.2	VFPENROR	VFPENVAR
124544	124913	124314	124713	370	400	36.6	VFPENROR	VFPENVAR
125797	126241	125563	126004	445	442	38.8	VFPENROR	VFPENVAR
126725	126839	126592	126706	115	115	75.6	VFPENROR	VFPENVAR
127187	127523	127037	127373	337	337	46.2	VFPENROR	VFPENVAR
110690	109943	111613	110929	748	685	32.4	VFPENROR	VFPENVAR
110727	111111	111647	112097	385	451	48.8	VFPENROR	VFPENVAR
112339	112081	112325	112082	259	244	59.2	VFPENROR	VFPENVAR
113122	114331	113431	114688	1210	1258	51.3	VFPENROR	VFPENVAR
120101	120608	119736	120291	508	556	37.5	VFPENROR	VFPENVAR
120785	121469	120496	121312	685	817	54.7	VFPENROR	VFPENVAR
121465	121702	121308	121599	238	292	72.0	VFPENROR	VFPENVAR
127522	128077	127369	127936	556	568	31.3	VFPENROR	VFPENVAR
128073	128916	127932	128787	844	856	30.2	VFPENROR	VFPENVAR
130346	129197	130256	129158	1150	1099	44.6	VFPENROR	VFPENVAR
73650	74274	75808	76408	625	601	41.2	VFPENROR	VFPENVAR
74245	74917	76404	77094	673	691	38.0	VFPENROR	VFPENVAR
74906	75650	77078	77816	745	739	54.7	VFPENROR	VFPENVAR
75646	75973	77805	78102	328	298	46.0	VFPENROR	VFPENVAR
21601	20254	20799	19440	1348	1360	26.7	VFPENROR	VFPENVAR
21713	22547	20907	21774	835	868	36.6	VFPENROR	VFPENVAR
22539	23022	21761	22280	484	520	30.5	VFPENROR	VFPENVAR
23500	23008	22824	22281	493	544	41.8	VFPENROR	VFPENVAR
23760	24936	23117	24239	1177	1123	39.7	VFPENROR	VFPENVAR
26516	25289	25531	24487	1228	1045	42.5	VFPENROR	VFPENVAR
27168	26490	26226	25527	679	700	44.5	VFPENROR	VFPENVAR
88313	86960	87866	86528	1354	1339	47.8	VFPENROR	VFPENVAR
89464	88309	89011	87862	1156	1150	35.8	VFPENROR	VFPENVAR
90699	89460	90269	89003	1240	1267	39.5	VFPENROR	VFPENVAR
93691	94885	92302	93604	1195	1303	38.2	VFPENROR	VFPENVAR
94881	96684	93600	95361	1804	1762	45.1	VFPENROR	VFPENVAR
96664	96913	95382	95643	250	262	40.2	VFPENROR	VFPENVAR
96913	98512	95632	97225	1600	1594	53.9	VFPENROR	VFPENVAR
98515	99787	97228	98479	1273	1252	38.0	VFPENROR	VFPENVAR
62112	62928	62986	64024	817	1039	44.7	VFPENROR	VFPENVAR
62924	66053	64020	67092	3130	3073	44.0	VFPENROR	VFPENVAR
66027	66561	67088	67646	535	559	35.1	VFPENROR	VFPENVAR
66557	67115	67635	68085	559	451	60.1	VFPENROR	VFPENVAR
70838	72074	73056	74304	1237	1249	47.4	VFPENROR	VFPENVAR
72060	73116	74296	75268	1057	973	40.2	VFPENROR	VFPENVAR
73093	73654	75233	75806	562	574	50.1	VFPENROR	VFPENVAR
83448	82836	83695	82756	613	940	33.9	VFPENROR	VFPENVAR
28185	27381	26819	26222	805	598	40.5	VFPENROR	VFPENVAR
28234	29152	26964	28005	919	1042	44.6	VFPENROR	VFPENVAR
29139	30180	27985	28726	1042	742	34.89	VFPENROR	VFPENVAR
32874	32703	32019	31878	172	142	69.39	VFPENROR	VFPENVAR
32920	35152	32024	34214	2233	2191	40.2	VFPENROR	VFPENVAR
36030	37113	35113	36244	1084	1132	44.1	VFPENROR	VFPENVAR
37785	37095	37087	36235	691	853	48.7	VFPENROR	VFPENVAR
38512	37759	37799	37031	754	769	31.3	VFPENROR	VFPENVAR
3188	5402	3054	6834	2215	3781	32.1	VFPENROR	VFPENVAR
6808	10609	6833	10667	3802	3835	40.69	VFPENROR	VFPENVAR
10605	10971	10668	11064	367	397	71.9	VFPENROR	VFPENVAR
10946	11411	11035	11506	466	472	38.7	VFPENROR	VFPENVAR
84091	85207	83715	84738	1117	1024	37.8	VFPENROR	VFPENVAR
85178	85970	84898	85507	793	610	64.8	VFPENROR	VFPENVAR
85966	86971	85500	86532	1006	1033	43.1	VFPENROR	VFPENVAR
126482	126596	121756	121978	115	223	67.5	VFPENVAR	VFLYNSP
126592	126706	121974	122088	115	115	91.8	VFPENVAR	VFLYNSP
126702	127041	122084	122426	340	343	56.69	VFPENVAR	VFLYNSP
127037	127373	122425	122770	337	346	58.1	VFPENVAR	VFLYNSP
127369	127936	122766	123309	568	544	43.3	VFPENVAR	VFLYNSP
127932	128787	123308	124178	856	871	38.6	VFPENVAR	VFLYNSP
130256	129158	125632	124621	1099	1012	48.0	VFPENVAR	VFLYNSP
79977	79827	74950	74800	151	151	58.9	VFPENVAR	VFLYNSP
82760	82265	77742	77235	496	508	33.7	VFPENVAR	VFLYNSP
83715	84738	78753	79827	1024	1075	48.5	VFPENVAR	VFLYNSP
84898	85507	79789	80515	610	727	72.4	VFPENVAR	VFLYNSP
90269	89003	85381	84097	1267	1285	46.9	VFPENVAR	VFLYNSP
104106	102303	99389	97571	1804	1819	62.1	VFPENVAR	VFLYNSP
106505	105539	101852	100862	967	991	43.0	VFPENVAR	VFLYNSP
109738	109120	105166	104533	619	634	37.6	VFPENVAR	VFLYNSP
90448	90265	85556	85373	184	184	35.0	VFPENVAR	VFLYNSP
16332	15639	16729	16042	694	688	40.1	VFPENVAR	VFLYNSP
57068	57746	52128	52887	679	760	31.3	VFPENVAR	VFLYNSP
100572	99444	95795	94718	1129	1078	26.3	VFPENVAR	VFLYNSP
6833	10667	6689	10508	3835	3820	45.6	VFPENVAR	VFLYNSP
49825	48457	44983	43579	1369	1405	48.6	VFPENVAR	VFLYNSP
35113	36244	35491	36649	1132	1159	52.6	VFPENVAR	VFLYNSP
14757	15669	15039	16026	913	988	28.0	VFPENVAR	VFLYNSP
52044	53379	47291	48560	1336	1270	38.4	VFPENVAR	VFLYNSP
98471	99452	93738	94722	982	985	31.4	VFPENVAR	VFLYNSP
22824	22281	23220	22602	544	619	52.2	VFPENVAR	VFLYNSP
23117	24239	23470	24577	1123	1108	43.9	VFPENVAR	VFLYNSP
25531	24487	25850	24581	1045	1270	46.1	VFPENVAR	VFLYNSP
26226	25527	26551	25846	700	706	57.6	VFPENVAR	VFLYNSP
26819	26222	27386	26531	598	856	42.1	VFPENVAR	VFLYNSP
26964	28005	27420	28335	1042	916	48.0	VFPENVAR	VFLYNSP
111647	112097	107134	107530	451	397	58.5	VFPENVAR	VFLYNSP
112325	112082	107747	107516	244	232	57.8	VFPENVAR	VFLYNSP
112618	112324	108054	107751	295	304	46.4	VFPENVAR	VFLYNSP
