REF_START	REF_END	QUERY_START	QUERY_END	REF_LENGTH	QUERY_LENGTH	IDENTITY	REF_NAME	QUERY_NAME
118679	118851	119976	120144	173	169	0	VFCIXNER	VFCIXPIL
119976	120144	62122	61960	169	163	0	VFCIXPIL	VFDER3
62122	61960	106307	106473	163	167	0	VFDER3	VFDICMUL
106307	106473	106411	106577	167	167	0	VFDICMUL	VFDICPAN5
106411	106577	110619	110784	167	166	0	VFDICPAN5	VFHYALUT
110619	110784	109766	109935	166	170	0	VFHYALUT	VFISSCOL1
109766	109935	107507	107676	170	170	0	VFISSCOL1	VFISSCOL2
107507	107676	102069	102238	170	170	0	VFISSCOL2	VFISSKAZ
102069	102238	36212	36042	170	171	0	VFISSKAZ	VFKELRIB
36212	36042	66844	67014	171	171	0	VFKELRIB	VFKELVIT
66844	67014	104911	105081	171	171	0	VFKELVIT	VFLIBAN
104911	105081	38380	38546	171	167	0	VFLIBAN	VFMALBOS
38380	38546	88800	88968	167	169	0	VFMALBOS	VFMEEALB1
88800	88968	88805	88973	169	169	0	VFMEEALB1	VFMEEALB
88805	88973	101793	101962	169	170	0	VFMEEALB	VFMYCCUN
101793	101962	118704	118870	170	167	0	VFMYCCUN	VFOLIH
118704	118870	100305	100473	167	169	0	VFOLIH	VFOMMDIS
100305	100473	100305	100473	169	169	0	VFOMMDIS	VFOMMLON
100305	100473	109757	109928	169	172	0	VFOMMLON	VFPARIOC
109757	109928	109014	109180	172	167	0	VFPARIOC	VFPARPLA
109014	109180	115620	115789	167	170	0	VFPARPLA	VFPENROR
115620	115789	115955	116118	170	164	0	VFPENROR	VFPENVAR
115955	116118	109532	109700	164	169	0	VFPENVAR	VFPYRCLA
109532	109700	109493	109661	169	169	0	VFPYRCLA	VFPYRLAN
109493	109661	109467	109634	169	168	0	VFPYRLAN	VFPYRVIR
109467	109634	109898	110061	168	164	0	VFPYRVIR	VFRANEDI
109898	110061	109712	109879	164	168	0	VFRANEDI	VFRANSCY
109712	109879	108777	108943	168	167	0	VFRANSCY	VFRR05105
108777	108943	104245	104414	167	170	0	VFRR05105	VFSCODIS
104245	104414	81763	81933	170	171	0	VFSCODIS	VFSTEMIN
81763	81933	87330	87498	171	169	0	VFSTEMIN	VFTETHEX
87330	87498	87254	87422	169	169	0	VFTETHEX	VFTETIMP
87254	87422	87284	87452	169	169	0	VFTETIMP	VFTETMAC
87284	87452	87563	87731	169	169	0	VFTETMAC	VFTETSUL
87563	87731	92956	93122	169	167	0	VFTETSUL	VFTRYOCC
92956	93122	102754	102923	167	170	0	VFTRYOCC	VFZOPTEN
105246	105415	101459	101629	170	171	0	VFAGAHAV	VFAKOQUE
101459	101629	103942	104112	171	171	0	VFAKOQUE	VFASICLA
103942	104112	102315	102483	171	169	0	VFASICLA	VFCALBON1
102315	102483	107138	107308	169	171	0	VFCALBON1	VFCALKRU
107138	107308	119137	119307	171	171	0	VFCALKRU	VFCIXIUS
119137	119307	118973	119143	171	171	0	VFCIXIUS	VFCIXNER
118973	119143	120263	120432	171	170	0	VFCIXNER	VFCIXPIL
120263	120432	61823	61657	170	167	0	VFCIXPIL	VFDER3
61823	61657	106592	106762	167	171	0	VFDER3	VFDICMUL
106592	106762	106696	106867	171	172	0	VFDICMUL	VFDICPAN5
106696	106867	110903	111072	172	170	0	VFDICPAN5	VFHYALUT
110903	111072	110056	110226	170	171	0	VFHYALUT	VFISSCOL1
110056	110226	107797	107967	171	171	0	VFISSCOL1	VFISSCOL2
107797	107967	102358	102527	171	170	0	VFISSCOL2	VFISSKAZ
102358	102527	35925	35752	170	174	0	VFISSKAZ	VFKELRIB
35925	35752	67131	67302	174	172	0	VFKELRIB	VFKELVIT
67131	67302	105201	105370	172	170	0	VFKELVIT	VFLIBAN
105201	105370	38698	38857	170	160	0	VFLIBAN	VFMALBOS
38698	38857	89085	89258	160	174	0	VFMALBOS	VFMEEALB1
89085	89258	89090	89263	174	174	0	VFMEEALB1	VFMEEALB
89090	89263	102082	102251	174	170	0	VFMEEALB	VFMYCCUN
102082	102251	118988	119157	170	170	0	VFMYCCUN	VFOLIH
118988	119157	100594	100761	170	168	0	VFOLIH	VFOMMDIS
100594	100761	100594	100761	168	168	0	VFOMMDIS	VFOMMLON
100594	100761	110048	110216	168	169	0	VFOMMLON	VFPARIOC
110048	110216	109299	109469	169	171	0	VFPARIOC	VFPARPLA
109299	109469	115909	116078	171	170	0	VFPARPLA	VFPENROR
115909	116078	116243	116413	170	171	0	VFPENROR	VFPENVAR
116243	116413	109816	109986	171	171	0	VFPENVAR	VFPYRCLA
109816	109986	109777	109947	171	171	0	VFPYRCLA	VFPYRLAN
109777	109947	109750	109920	171	171	0	VFPYRLAN	VFPYRVIR
109750	109920	110185	110355	171	171	0	VFPYRVIR	VFRANEDI
110185	110355	110000	110170	171	171	0	VFRANEDI	VFRANSCY
110000	110170	109061	109231	171	171	0	VFRANSCY	VFRR05105
109061	109231	104534	104702	171	169	0	VFRR05105	VFSCODIS
104534	104702	82051	82223	169	173	0	VFSCODIS	VFSTEMIN
82051	82223	87619	87789	173	171	0	VFSTEMIN	VFTETHEX
87619	87789	87543	87713	171	171	0	VFTETHEX	VFTETIMP
87543	87713	87573	87743	171	171	0	VFTETIMP	VFTETMAC
87573	87743	87852	88022	171	171	0	VFTETMAC	VFTETSUL
87852	88022	93246	93416	171	171	0	VFTETSUL	VFTRYOCC
93246	93416	103044	103213	171	170	0	VFTRYOCC	VFZOPTEN
105490	106282	101694	102477	793	784	0	VFAGAHAV	VFAKOQUE
101694	102477	104184	104978	784	795	0	VFAKOQUE	VFASICLA
104184	104978	102553	103360	795	808	0	VFASICLA	VFCALBON1
102553	103360	107379	108171	808	793	0	VFCALBON1	VFCALKRU
107379	108171	119378	120177	793	800	0	VFCALKRU	VFCIXIUS
119378	120177	119215	120013	800	799	0	VFCIXIUS	VFCIXNER
119215	120013	120503	121292	799	790	0	VFCIXNER	VFCIXPIL
120503	121292	61565	60781	790	785	0	VFCIXPIL	VFDER3
61565	60781	106831	107623	785	793	0	VFDER3	VFDICMUL
106831	107623	106941	107734	793	794	0	VFDICMUL	VFDICPAN5
106941	107734	111144	111946	794	803	0	VFDICPAN5	VFHYALUT
111144	111946	110290	111079	803	790	0	VFHYALUT	VFISSCOL1
110290	111079	108031	108820	790	790	0	VFISSCOL1	VFISSCOL2
108031	108820	102597	103382	790	786	0	VFISSCOL2	VFISSKAZ
102597	103382	35680	34879	786	802	0	VFISSKAZ	VFKELRIB
35680	34879	67374	68176	802	803	0	VFKELRIB	VFKELVIT
67374	68176	105446	106235	803	790	0	VFKELVIT	VFLIBAN
105446	106235	38978	39743	790	766	0	VFLIBAN	VFMALBOS
38978	39743	89329	90099	766	771	0	VFMALBOS	VFMEEALB1
89329	90099	89334	90104	771	771	0	VFMEEALB1	VFMEEALB
89334	90104	102322	103108	771	787	0	VFMEEALB	VFMYCCUN
102322	103108	119228	120020	787	793	0	VFMYCCUN	VFOLIH
119228	120020	100826	101611	793	786	0	VFOLIH	VFOMMDIS
100826	101611	100826	101611	786	786	0	VFOMMDIS	VFOMMLON
100826	101611	110286	111076	786	791	0	VFOMMLON	VFPARIOC
110286	111076	109544	110329	791	786	0	VFPARIOC	VFPARPLA
109544	110329	116149	116944	786	796	0	VFPARPLA	VFPENROR
116149	116944	116490	117282	796	793	0	VFPENROR	VFPENVAR
116490	117282	110070	110863	793	794	0	VFPENVAR	VFPYRCLA
110070	110863	110024	110812	794	789	0	VFPYRCLA	VFPYRLAN
110024	110812	109997	110785	789	789	0	VFPYRLAN	VFPYRVIR
109997	110785	110430	111221	789	792	0	VFPYRVIR	VFRANEDI
110430	111221	110247	111031	792	785	0	VFRANEDI	VFRANSCY
110247	111031	109307	110091	785	785	0	VFRANSCY	VFRR05105
109307	110091	104771	105572	785	802	0	VFRR05105	VFSCODIS
104771	105572	82295	83092	802	798	0	VFSCODIS	VFSTEMIN
82295	83092	87855	88632	798	778	0	VFSTEMIN	VFTETHEX
87855	88632	87779	88556	778	778	0	VFTETHEX	VFTETIMP
87779	88556	87809	88586	778	778	0	VFTETIMP	VFTETMAC
87809	88586	88088	88865	778	778	0	VFTETMAC	VFTETSUL
88088	88865	93484	94269	778	786	0	VFTETSUL	VFTRYOCC
93484	94269	103286	104068	786	783	0	VFTRYOCC	VFZOPTEN
106334	106413	102529	102607	80	79	0	VFAGAHAV	VFAKOQUE
102529	102607	105029	105106	79	78	0	VFAKOQUE	VFASICLA
105029	105106	103412	103490	78	79	0	VFASICLA	VFCALBON1
103412	103490	108219	108297	79	79	0	VFCALBON1	VFCALKRU
108219	108297	120229	120307	79	79	0	VFCALKRU	VFCIXIUS
120229	120307	120065	120143	79	79	0	VFCIXIUS	VFCIXNER
120065	120143	121346	121424	79	79	0	VFCIXNER	VFCIXPIL
121346	121424	60729	60651	79	79	0	VFCIXPIL	VFDER3
60729	60651	107671	107749	79	79	0	VFDER3	VFDICMUL
107671	107749	107782	107861	79	80	0	VFDICMUL	VFDICPAN5
107782	107861	112000	112079	80	80	0	VFDICPAN5	VFHYALUT
112000	112079	111131	111209	80	79	0	VFHYALUT	VFISSCOL1
111131	111209	108872	108950	79	79	0	VFISSCOL1	VFISSCOL2
108872	108950	103433	103511	79	79	0	VFISSCOL2	VFISSKAZ
103433	103511	34772	34692	79	81	0	VFISSKAZ	VFKELRIB
34772	34692	68287	68367	81	81	0	VFKELRIB	VFKELVIT
68287	68367	106287	106366	81	80	0	VFKELVIT	VFLIBAN
106287	106366	39797	39876	80	80	0	VFLIBAN	VFMALBOS
39797	39876	90151	90229	80	79	0	VFMALBOS	VFMEEALB1
90151	90229	90156	90234	79	79	0	VFMEEALB1	VFMEEALB
90156	90234	103160	103238	79	79	0	VFMEEALB	VFMYCCUN
103160	103238	120075	120155	79	81	0	VFMYCCUN	VFOLIH
120075	120155	101663	101741	81	79	0	VFOLIH	VFOMMDIS
101663	101741	101663	101741	79	79	0	VFOMMDIS	VFOMMLON
101663	101741	111120	111200	79	81	0	VFOMMLON	VFPARIOC
111120	111200	110380	110458	81	79	0	VFPARIOC	VFPARPLA
110380	110458	116997	117076	79	80	0	VFPARPLA	VFPENROR
116997	117076	117331	117412	80	82	0	VFPENROR	VFPENVAR
117331	117412	110908	110989	82	82	0	VFPENVAR	VFPYRCLA
110908	110989	110862	110943	82	82	0	VFPYRCLA	VFPYRLAN
110862	110943	110835	110916	82	82	0	VFPYRLAN	VFPYRVIR
110835	110916	111267	111345	82	79	0	VFPYRVIR	VFRANEDI
111267	111345	111085	111163	79	79	0	VFRANEDI	VFRANSCY
111085	111163	110145	110224	79	80	0	VFRANSCY	VFRR05105
110145	110224	105624	105702	80	79	0	VFRR05105	VFSCODIS
105624	105702	83167	83247	79	81	0	VFSCODIS	VFSTEMIN
83167	83247	88684	88762	81	79	0	VFSTEMIN	VFTETHEX
88684	88762	88608	88686	79	79	0	VFTETHEX	VFTETIMP
88608	88686	88638	88716	79	79	0	VFTETIMP	VFTETMAC
88638	88716	88917	88995	79	79	0	VFTETMAC	VFTETSUL
88917	88995	94321	94399	79	79	0	VFTETSUL	VFTRYOCC
94321	94399	104120	104198	79	79	0	VFTRYOCC	VFZOPTEN
106421	106464	102615	102658	44	44	0	VFAGAHAV	VFAKOQUE
102615	102658	105113	105156	44	44	0	VFAKOQUE	VFASICLA
105113	105156	103498	103541	44	44	0	VFASICLA	VFCALBON1
103498	103541	108305	108348	44	44	0	VFCALBON1	VFCALKRU
108305	108348	120315	120358	44	44	0	VFCALKRU	VFCIXIUS
120315	120358	120150	120193	44	44	0	VFCIXIUS	VFCIXNER
120150	120193	121432	121475	44	44	0	VFCIXNER	VFCIXPIL
121432	121475	60595	60552	44	44	0	VFCIXPIL	VFDER3
60595	60552	107757	107800	44	44	0	VFDER3	VFDICMUL
107757	107800	107869	107912	44	44	0	VFDICMUL	VFDICPAN5
107869	107912	112090	112133	44	44	0	VFDICPAN5	VFHYALUT
112090	112133	111217	111260	44	44	0	VFHYALUT	VFISSCOL1
111217	111260	108958	109001	44	44	0	VFISSCOL1	VFISSCOL2
108958	109001	103519	103562	44	44	0	VFISSCOL2	VFISSKAZ
103519	103562	34691	34648	44	44	0	VFISSKAZ	VFKELRIB
34691	34648	68368	68411	44	44	0	VFKELRIB	VFKELVIT
68368	68411	106374	106417	44	44	0	VFKELVIT	VFLIBAN
106374	106417	39908	39951	44	44	0	VFLIBAN	VFMALBOS
39908	39951	90237	90280	44	44	0	VFMALBOS	VFMEEALB1
90237	90280	90242	90285	44	44	0	VFMEEALB1	VFMEEALB
90242	90285	103246	103289	44	44	0	VFMEEALB	VFMYCCUN
103246	103289	120162	120205	44	44	0	VFMYCCUN	VFOLIH
120162	120205	101748	101791	44	44	0	VFOLIH	VFOMMDIS
101748	101791	101748	101791	44	44	0	VFOMMDIS	VFOMMLON
101748	101791	111210	111252	44	43	0	VFOMMLON	VFPARIOC
111210	111252	110466	110509	43	44	0	VFPARIOC	VFPARPLA
110466	110509	117084	117127	44	44	0	VFPARPLA	VFPENROR
117084	117127	117420	117463	44	44	0	VFPENROR	VFPENVAR
117420	117463	110999	111042	44	44	0	VFPENVAR	VFPYRCLA
110999	111042	110953	110996	44	44	0	VFPYRCLA	VFPYRLAN
110953	110996	110926	110969	44	44	0	VFPYRLAN	VFPYRVIR
110926	110969	111353	111396	44	44	0	VFPYRVIR	VFRANEDI
111353	111396	111171	111214	44	44	0	VFRANEDI	VFRANSCY
111171	111214	110232	110275	44	44	0	VFRANSCY	VFRR05105
110232	110275	105710	105753	44	44	0	VFRR05105	VFSCODIS
105710	105753	83248	83291	44	44	0	VFSCODIS	VFSTEMIN
83248	83291	88770	88813	44	44	0	VFSTEMIN	VFTETHEX
88770	88813	88694	88737	44	44	0	VFTETHEX	VFTETIMP
88694	88737	88724	88767	44	44	0	VFTETIMP	VFTETMAC
88724	88767	89003	89046	44	44	0	VFTETMAC	VFTETSUL
89003	89046	94408	94451	44	44	0	VFTETSUL	VFTRYOCC
94408	94451	104206	104249	44	44	0	VFTRYOCC	VFZOPTEN
106544	106709	102723	102879	166	157	0	VFAGAHAV	VFAKOQUE
102723	102879	105233	105385	157	153	0	VFAKOQUE	VFASICLA
105233	105385	103620	103778	153	159	0	VFASICLA	VFCALBON1
103620	103778	108437	108592	159	156	0	VFCALBON1	VFCALKRU
108437	108592	120458	120613	156	156	0	VFCALKRU	VFCIXIUS
120458	120613	120296	120447	156	152	0	VFCIXIUS	VFCIXNER
120296	120447	121555	121713	152	159	0	VFCIXNER	VFCIXPIL
121555	121713	60474	60318	159	157	0	VFCIXPIL	VFDER3
60474	60318	107877	108033	157	157	0	VFDER3	VFDICMUL
107877	108033	107983	108141	157	159	0	VFDICMUL	VFDICPAN5
107983	108141	112244	112401	159	158	0	VFDICPAN5	VFHYALUT
112244	112401	111335	111496	158	162	0	VFHYALUT	VFISSCOL1
111335	111496	109076	109237	162	162	0	VFISSCOL1	VFISSCOL2
109076	109237	103628	103785	162	158	0	VFISSCOL2	VFISSKAZ
103628	103785	34564	34418	158	147	0	VFISSKAZ	VFKELRIB
34564	34418	68500	68672	147	173	0	VFKELRIB	VFKELVIT
68500	68672	106507	106671	173	165	0	VFKELVIT	VFLIBAN
106507	106671	39975	40134	165	160	0	VFLIBAN	VFMALBOS
39975	40134	90352	90492	160	141	0	VFMALBOS	VFMEEALB1
90352	90492	90357	90497	141	141	0	VFMEEALB1	VFMEEALB
90357	90497	103358	103516	141	159	0	VFMEEALB	VFMYCCUN
103358	103516	120305	120459	159	155	0	VFMYCCUN	VFOLIH
120305	120459	101850	102004	155	155	0	VFOLIH	VFOMMDIS
101850	102004	101850	102004	155	155	0	VFOMMDIS	VFOMMLON
101850	102004	111324	111485	155	162	0	VFOMMLON	VFPARIOC
111324	111485	110586	110748	162	163	0	VFPARIOC	VFPARPLA
110586	110748	117232	117388	163	157	0	VFPARPLA	VFPENROR
117232	117388	117580	117745	157	166	0	VFPENROR	VFPENVAR
117580	117745	111161	111322	166	162	0	VFPENVAR	VFPYRCLA
111161	111322	111113	111273	162	161	0	VFPYRCLA	VFPYRLAN
111113	111273	111085	111246	161	162	0	VFPYRLAN	VFPYRVIR
111085	111246	111479	111640	162	162	0	VFPYRVIR	VFRANEDI
111479	111640	111292	111456	162	165	0	VFRANEDI	VFRANSCY
111292	111456	110352	110506	165	155	0	VFRANSCY	VFRR05105
110352	110506	105843	106005	155	163	0	VFRR05105	VFSCODIS
105843	106005	83381	83539	163	159	0	VFSCODIS	VFSTEMIN
83381	83539	88880	89039	159	160	0	VFSTEMIN	VFTETHEX
88880	89039	88804	88963	160	160	0	VFTETHEX	VFTETIMP
88804	88963	88834	88993	160	160	0	VFTETIMP	VFTETMAC
88834	88993	89113	89272	160	160	0	VFTETMAC	VFTETSUL
89113	89272	94521	94685	160	165	0	VFTETSUL	VFTRYOCC
94521	94685	104317	104476	165	160	0	VFTRYOCC	VFZOPTEN
106726	106959	102900	103128	234	229	0	VFAGAHAV	VFAKOQUE
102900	103128	105498	105745	229	248	0	VFAKOQUE	VFASICLA
105498	105745	103795	104027	248	233	0	VFASICLA	VFCALBON1
103795	104027	108609	108843	233	235	0	VFCALBON1	VFCALKRU
108609	108843	120727	120975	235	249	0	VFCALKRU	VFCIXIUS
120727	120975	120557	120805	249	249	0	VFCIXIUS	VFCIXNER
120557	120805	121734	121964	249	231	0	VFCIXNER	VFCIXPIL
121734	121964	60277	60050	231	228	0	VFCIXPIL	VFDER3
60277	60050	108049	108283	228	235	0	VFDER3	VFDICMUL
108049	108283	108157	108391	235	235	0	VFDICMUL	VFDICPAN5
108157	108391	112512	112760	235	249	0	VFDICPAN5	VFHYALUT
112512	112760	111519	111753	249	235	0	VFHYALUT	VFISSCOL1
111519	111753	109260	109494	235	235	0	VFISSCOL1	VFISSCOL2
109260	109494	103800	104034	235	235	0	VFISSCOL2	VFISSKAZ
103800	104034	34289	34041	235	249	0	VFISSKAZ	VFKELRIB
34289	34041	68780	69027	249	248	0	VFKELRIB	VFKELVIT
68780	69027	106688	106922	248	235	0	VFKELVIT	VFLIBAN
106688	106922	40155	40382	235	228	0	VFLIBAN	VFMALBOS
40155	40382	90501	90730	228	230	0	VFMALBOS	VFMEEALB1
90501	90730	90506	90735	230	230	0	VFMEEALB1	VFMEEALB
90506	90735	103531	103760	230	230	0	VFMEEALB	VFMYCCUN
103531	103760	120571	120818	230	248	0	VFMYCCUN	VFOLIH
120571	120818	102020	102254	248	235	0	VFOLIH	VFOMMDIS
102020	102254	102020	102254	235	235	0	VFOMMDIS	VFOMMLON
102020	102254	111509	111742	235	234	0	VFOMMLON	VFPARIOC
111509	111742	110762	110996	234	235	0	VFPARIOC	VFPARPLA
110762	110996	117493	117740	235	248	0	VFPARPLA	VFPENROR
117493	117740	117762	117996	248	235	0	VFPENROR	VFPENVAR
117762	117996	111343	111577	235	235	0	VFPENVAR	VFPYRCLA
111343	111577	111294	111528	235	235	0	VFPYRCLA	VFPYRLAN
111294	111528	111267	111501	235	235	0	VFPYRLAN	VFPYRVIR
111267	111501	111655	111889	235	235	0	VFPYRVIR	VFRANEDI
111655	111889	111478	111712	235	235	0	VFRANEDI	VFRANSCY
111478	111712	110522	110756	235	235	0	VFRANSCY	VFRR05105
110522	110756	106020	106254	235	235	0	VFRR05105	VFSCODIS
106020	106254	83647	83893	235	247	0	VFSCODIS	VFSTEMIN
83647	83893	89056	89290	247	235	0	VFSTEMIN	VFTETHEX
89056	89290	88980	89214	235	235	0	VFTETHEX	VFTETIMP
88980	89214	89010	89244	235	235	0	VFTETIMP	VFTETMAC
89010	89244	89289	89523	235	235	0	VFTETMAC	VFTETSUL
89289	89523	94703	94932	235	230	0	VFTETSUL	VFTRYOCC
94703	94932	104493	104727	230	235	0	VFTRYOCC	VFZOPTEN
106990	107070	103159	103239	81	81	0	VFAGAHAV	VFAKOQUE
103159	103239	105754	105834	81	81	0	VFAKOQUE	VFASICLA
105754	105834	104058	104138	81	81	0	VFASICLA	VFCALBON1
104058	104138	108874	108954	81	81	0	VFCALBON1	VFCALKRU
108874	108954	120996	121076	81	81	0	VFCALKRU	VFCIXIUS
120996	121076	120826	120906	81	81	0	VFCIXIUS	VFCIXNER
120826	120906	121996	122076	81	81	0	VFCIXNER	VFCIXPIL
121996	122076	60014	59934	81	81	0	VFCIXPIL	VFDER3
60014	59934	108314	108394	81	81	0	VFDER3	VFDICMUL
108314	108394	108422	108502	81	81	0	VFDICMUL	VFDICPAN5
108422	108502	112795	112875	81	81	0	VFDICPAN5	VFHYALUT
112795	112875	111784	111864	81	81	0	VFHYALUT	VFISSCOL1
111784	111864	109525	109605	81	81	0	VFISSCOL1	VFISSCOL2
109525	109605	104065	104145	81	81	0	VFISSCOL2	VFISSKAZ
104065	104145	34030	33950	81	81	0	VFISSKAZ	VFKELRIB
34030	33950	69037	69117	81	81	0	VFKELRIB	VFKELVIT
69037	69117	106953	107033	81	81	0	VFKELVIT	VFLIBAN
106953	107033	40413	40493	81	81	0	VFLIBAN	VFMALBOS
40413	40493	90738	90818	81	81	0	VFMALBOS	VFMEEALB1
90738	90818	90743	90823	81	81	0	VFMEEALB1	VFMEEALB
90743	90823	103791	103871	81	81	0	VFMEEALB	VFMYCCUN
103791	103871	120828	120908	81	81	0	VFMYCCUN	VFOLIH
120828	120908	102285	102365	81	81	0	VFOLIH	VFOMMDIS
102285	102365	102285	102365	81	81	0	VFOMMDIS	VFOMMLON
