gene_callers_id	source	accession	function	e_value
90	Prokka:Prodigal	rpsS	30S ribosomal protein S19	0
91	Prokka:Prodigal			0
92	Prokka:Prodigal	rpsC	30S ribosomal protein S3	0
93	Prokka:Prodigal	rplP	50S ribosomal protein L16	0
94	Prokka:Prodigal			0
95	Prokka:Prodigal			0
96	Prokka:Prodigal	rplN	50S ribosomal protein L14	0
97	Prokka:Prodigal			0
98	Prokka:Prodigal	rplE	50S ribosomal protein L5	0
99	Prokka:Prodigal			0
100	Prokka:Prodigal	rpsH	30S ribosomal protein S8	0
101	Prokka:Prodigal	rplF	50S ribosomal protein L6	0
102	Prokka:Prodigal			0
103	Prokka:Prodigal			0
104	Prokka:Prodigal			0
105	Prokka:Prodigal	infA	Translation initiation factor IF-1	0
106	Prokka:Prodigal			0
107	Prokka:Prodigal	rpsM	30S ribosomal protein S13	0
108	Prokka:Prodigal	rpsK	30S ribosomal protein S11	0
109	Prokka:Prodigal			0
110	Prokka:Prodigal	rpoA	DNA-directed RNA polymerase subunit alpha	0
111	Prokka:Prodigal			0
112	Prokka:Prodigal	lysA	Diaminopimelate decarboxylase	0
113	Prokka:Prodigal	aroK	Shikimate kinase	0
114	Prokka:Prodigal	aroB	3-dehydroquinate synthase	0
115	Prokka:Prodigal	tufA	Elongation factor Tu	0
116	Prokka:Prodigal	rplK	50S ribosomal protein L11	0
117	Prokka:Prodigal			0
118	Prokka:Prodigal			0
119	Prokka:Prodigal			0
120	Prokka:Prodigal	rpoB	DNA-directed RNA polymerase subunit beta	0
121	Prokka:Prodigal	rpoC	DNA-directed RNA polymerase subunit beta'	0
122	Prokka:Prodigal	rpsL	30S ribosomal protein S12	0
123	Prokka:Prodigal	rpsG	30S ribosomal protein S7	0
124	Prokka:Prodigal	fusA	Elongation factor G	0
125	Prokka:Prodigal			0
126	Prokka:Prodigal	def	Peptide deformylase	0
127	Prokka:Prodigal			0
128	Prokka:Prodigal	rsmA	Ribosomal RNA small subunit methyltransferase A	0
129	Prokka:Prodigal	rpsI	30S ribosomal protein S9	0
130	Prokka:Prodigal			0
131	Prokka:Prodigal	dapF	Diaminopimelate epimerase	0
132	Prokka:Prodigal			0
133	Prokka:Prodigal	infB	Translation initiation factor IF-2	0
134	Prokka:Prodigal	prs	Putative ribose-phosphate pyrophosphokinase	0
135	Prokka:Prodigal			0
136	Prokka:Prodigal	rsmD	Ribosomal RNA small subunit methyltransferase D	0
137	Prokka:Prodigal			0
