gene_callers_id	source	accession	function	e_value
81	Prokka:Prodigal	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	0
82	Prokka:Prodigal	hisF	Imidazole glycerol phosphate synthase subunit HisF	0
83	Prokka:Prodigal	hisI	Phosphoribosyl-AMP cyclohydrolase	0
84	Prokka:Aragorn		tRNA-Thr(tgt)	0
85	Prokka:Aragorn		tRNA-His(gtg)	0
86	Prokka:Aragorn		tRNA-Lys(ttt)	0
87	Prokka:Prodigal			0
88	Prokka:Prodigal	infC	Translation initiation factor IF-3	0
89	Prokka:Aragorn		tRNA-Val(aac)	0
90	Prokka:Aragorn		tRNA-Arg(tct)	0
91	Prokka:Aragorn		tRNA-Met(cat)	0
92	Prokka:Aragorn		tRNA-Pro(tgg)	0
93	Prokka:Prodigal			0
94	Prokka:Prodigal			0
95	Prokka:Prodigal		Aspartate aminotransferase	0
96	Prokka:Prodigal	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	0
97	Prokka:Prodigal	dapE	Succinyl-diaminopimelate desuccinylase	0
98	Prokka:Prodigal	thrC	Threonine synthase	0
99	Prokka:Prodigal			0
100	Prokka:Prodigal	dnaB	Replicative DNA helicase	0
101	Prokka:Prodigal			0
102	Prokka:Prodigal			0
103	Prokka:Prodigal			0
104	Prokka:Aragorn		tRNA-Asp(gtc)	0
105	Prokka:Aragorn		tRNA-Glu(ttc)	0
106	Prokka:Prodigal	mnmE	tRNA modification GTPase MnmE	0
107	Prokka:Prodigal	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	0
108	Prokka:Prodigal			0
109	Prokka:Prodigal	groL	60 kDa chaperonin	0
110	Prokka:Prodigal	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	0
111	Prokka:Prodigal			0
112	Prokka:Prodigal			0
113	Prokka:Prodigal			0
114	Prokka:Prodigal			0
115	Prokka:Prodigal	dnaJ	Chaperone protein DnaJ	0
116	Prokka:Prodigal	dnaK	Chaperone protein DnaK	0
117	Prokka:Prodigal	grpE	Protein GrpE	0
118	Prokka:Prodigal	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	0
119	Prokka:Prodigal	mnmA	tRNA-specific 2-thiouridylase MnmA	0
120	Prokka:Prodigal			0
121	Prokka:Prodigal	leuS	Leucine--tRNA ligase	0
122	Prokka:Prodigal	dapB	4-hydroxy-tetrahydrodipicolinate reductase	0
123	Prokka:Prodigal	maeB	NADP-dependent malic enzyme	0
124	Prokka:Prodigal	aroE	Shikimate dehydrogenase (NADP(+))	0
125	Prokka:Prodigal	aroQ1	3-dehydroquinate dehydratase 1	0
126	Prokka:Prodigal	rpmA	50S ribosomal protein L27	0
127	Prokka:Prodigal			0
128	Prokka:Aragorn		tRNA-Ala(tgc)	0
129	Prokka:Prodigal	argG	Argininosuccinate synthase	0
130	Prokka:barrnap		23S ribosomal RNA	0
131	Prokka:Aragorn		tRNA-Ile(gat)	0
132	Prokka:barrnap		16S ribosomal RNA	0
133	Prokka:Prodigal			0
134	Prokka:Prodigal			0
135	Prokka:Prodigal			0
136	Prokka:Prodigal	rplB	50S ribosomal protein L2	0
137	Prokka:Prodigal	rpsS	30S ribosomal protein S19	0
138	Prokka:Prodigal			0
139	Prokka:Prodigal	rpsC	30S ribosomal protein S3	0
140	Prokka:Prodigal	rplP	50S ribosomal protein L16	0
141	Prokka:Prodigal			0
142	Prokka:Prodigal	rplN	50S ribosomal protein L14	0
143	Prokka:Prodigal	rplE	50S ribosomal protein L5	0
144	Prokka:Prodigal			0
145	Prokka:Prodigal	rpsH	30S ribosomal protein S8	0
146	Prokka:Prodigal	rplF	50S ribosomal protein L6	0
147	Prokka:Prodigal			0
148	Prokka:Prodigal	rpsE	30S ribosomal protein S5	0
149	Prokka:Prodigal	rplO	50S ribosomal protein L15	0
150	Prokka:Prodigal	infA	Translation initiation factor IF-1	0
151	Prokka:Prodigal	rpsM	30S ribosomal protein S13	0
152	Prokka:Prodigal	rpsK	30S ribosomal protein S11	0
153	Prokka:Prodigal			0
154	Prokka:Prodigal	rpoA	DNA-directed RNA polymerase subunit alpha	0
155	Prokka:Prodigal			0
156	Prokka:Prodigal			0
157	Prokka:Prodigal	lysA	Diaminopimelate decarboxylase	0
158	Prokka:Aragorn		tRNA-Met(cat)	0
159	Prokka:Aragorn		tRNA-Tyr(gta)	0
160	Prokka:Aragorn		tRNA-Gly(tcc)	0
