gene_callers_id	source	accession	function	e_value
70	Prokka:Prodigal	carB	Carbamoyl-phosphate synthase large chain	0
71	Prokka:Prodigal	rlmE	Ribosomal RNA large subunit methyltransferase E	0
72	Prokka:Prodigal	clpP	ATP-dependent Clp protease proteolytic subunit	0
73	Prokka:Aragorn		tRNA-Val(tac)	0
74	Prokka:Prodigal			0
75	Prokka:Aragorn		tRNA-Leu(caa)	0
76	Prokka:Aragorn		tRNA-Ser(tga)	0
77	Prokka:Aragorn		tRNA-Arg(acg)	0
78	Prokka:Prodigal	hisG	ATP phosphoribosyltransferase	0
79	Prokka:Prodigal	hisD	Histidinol dehydrogenase	0
80	Prokka:Prodigal	hisC2	Histidinol-phosphate aminotransferase 2	0
81	Prokka:Prodigal	hisB	Histidine biosynthesis bifunctional protein HisB	0
82	Prokka:Prodigal	hisH	Imidazole glycerol phosphate synthase subunit HisH	0
83	Prokka:Prodigal	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	0
84	Prokka:Prodigal	hisF	Imidazole glycerol phosphate synthase subunit HisF	0
85	Prokka:Prodigal	hisI_1	Phosphoribosyl-AMP cyclohydrolase	0
86	Prokka:Prodigal	hisI_2	Histidine biosynthesis bifunctional protein HisIE	0
87	Prokka:Aragorn		tRNA-Thr(tgt)	0
88	Prokka:Aragorn		tRNA-His(gtg)	0
89	Prokka:Aragorn		tRNA-Lys(ttt)	0
90	Prokka:Aragorn		tRNA-Lys(ctt)	0
91	Prokka:Prodigal	pheS	Phenylalanine--tRNA ligase alpha subunit	0
92	Prokka:Prodigal	rplT	50S ribosomal protein L20	0
93	Prokka:Prodigal			0
94	Prokka:Prodigal	infC	Translation initiation factor IF-3	0
95	Prokka:Aragorn		tRNA-Val(aac)	0
96	Prokka:Aragorn		tRNA-Arg(tct)	0
97	Prokka:Aragorn		tRNA-Met(cat)	0
98	Prokka:Aragorn		tRNA-Pro(tgg)	0
99	Prokka:Prodigal			0
100	Prokka:Prodigal			0
101	Prokka:Prodigal			0
102	Prokka:Prodigal	dapL	LL-diaminopimelate aminotransferase	0
103	Prokka:Prodigal	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	0
104	Prokka:Prodigal	dapE	Succinyl-diaminopimelate desuccinylase	0
105	Prokka:Prodigal	thrC	Threonine synthase	0
106	Prokka:Prodigal			0
107	Prokka:Prodigal			0
108	Prokka:Aragorn		tRNA-Asp(gtc)	0
109	Prokka:Aragorn		tRNA-Glu(ttc)	0
110	Prokka:Prodigal	mnmE	tRNA modification GTPase MnmE	0
111	Prokka:Prodigal	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	0
112	Prokka:Prodigal			0
113	Prokka:Prodigal	groL	60 kDa chaperonin	0
114	Prokka:Prodigal	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	0
115	Prokka:Prodigal			0
116	Prokka:Prodigal			0
117	Prokka:Prodigal	dnaJ	Chaperone protein DnaJ	0
118	Prokka:Prodigal	dnaK	Chaperone protein DnaK	0
119	Prokka:Prodigal	grpE	Protein GrpE	0
120	Prokka:Prodigal	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	0
121	Prokka:Prodigal			0
122	Prokka:Prodigal	leuS	Leucine--tRNA ligase	0
123	Prokka:Prodigal	dapB	4-hydroxy-tetrahydrodipicolinate reductase	0
124	Prokka:Prodigal	aroE	Shikimate dehydrogenase (NADP(+))	0
125	Prokka:Prodigal	aroQ	3-dehydroquinate dehydratase	0
126	Prokka:Prodigal			0
127	Prokka:Prodigal	rpmA	50S ribosomal protein L27	0
128	Prokka:Prodigal			0
129	Prokka:Prodigal			0
130	Prokka:Prodigal	argG	Argininosuccinate synthase	0
131	Prokka:barrnap		23S ribosomal RNA	0
132	Prokka:Aragorn		tRNA-Ile(gat)	0
133	Prokka:Aragorn		tRNA-Ala(tgc)	0
134	Prokka:barrnap		16S ribosomal RNA	0
135	Prokka:Prodigal	rplC	50S ribosomal protein L3	0
136	Prokka:Prodigal	rplD	50S ribosomal protein L4	0
137	Prokka:Prodigal			0
138	Prokka:Prodigal	rplB	50S ribosomal protein L2	0
139	Prokka:Prodigal	rpsS	30S ribosomal protein S19	0
140	Prokka:Prodigal			0
141	Prokka:Prodigal	rpsC	30S ribosomal protein S3	0
142	Prokka:Prodigal	rplP	50S ribosomal protein L16	0
143	Prokka:Prodigal			0
144	Prokka:Prodigal	rplN	50S ribosomal protein L14	0
145	Prokka:Prodigal			0
146	Prokka:Prodigal	rplE	50S ribosomal protein L5	0
147	Prokka:Prodigal	rpsN	30S ribosomal protein S14	0
148	Prokka:Prodigal	rpsH	30S ribosomal protein S8	0
149	Prokka:Prodigal	rplF	50S ribosomal protein L6	0
150	Prokka:Prodigal			0
151	Prokka:Prodigal	rpsE	30S ribosomal protein S5	0
152	Prokka:Prodigal			0
153	Prokka:Prodigal	infA	Translation initiation factor IF-1	0
154	Prokka:Prodigal			0
155	Prokka:Prodigal	rpsM	30S ribosomal protein S13	0
156	Prokka:Prodigal	rpsK	30S ribosomal protein S11	0
157	Prokka:Prodigal	rpsD	30S ribosomal protein S4	0
158	Prokka:Prodigal	rpoA	DNA-directed RNA polymerase subunit alpha	0
159	Prokka:Prodigal			0
160	Prokka:Prodigal	lysA	Diaminopimelate decarboxylase	0
161	Prokka:Prodigal	aroK	Shikimate kinase	0
162	Prokka:Aragorn		tRNA-Met(cat)	0
163	Prokka:Aragorn		tRNA-Tyr(gta)	0
164	Prokka:Aragorn		tRNA-Gly(tcc)	0
165	Prokka:Aragorn		tRNA-Thr(agt)	0
