gene_callers_id	source	accession	function	e_value
70	Prokka:Prodigal			0
71	Prokka:Prodigal			0
72	Prokka:Aragorn		tRNA-Cys(gca)	0
73	Prokka:Aragorn		tRNA-Gly(gcc)	0
74	Prokka:Prodigal	dnaQ	DNA polymerase III subunit epsilon	0
75	Prokka:Prodigal	carA	Carbamoyl-phosphate synthase small chain	0
76	Prokka:Prodigal	carB	Carbamoyl-phosphate synthase large chain	0
77	Prokka:Prodigal	rlmE	Ribosomal RNA large subunit methyltransferase E	0
78	Prokka:Prodigal	clpP	ATP-dependent Clp protease proteolytic subunit	0
79	Prokka:Aragorn		tRNA-Val(tac)	0
80	Prokka:Prodigal			0
81	Prokka:Aragorn		tRNA-Leu(caa)	0
82	Prokka:Aragorn		tRNA-Ser(tga)	0
83	Prokka:Aragorn		tRNA-Arg(acg)	0
84	Prokka:Prodigal	hisG	ATP phosphoribosyltransferase	0
85	Prokka:Prodigal	hisD	Histidinol dehydrogenase	0
86	Prokka:Prodigal	hisC2	Histidinol-phosphate aminotransferase 2	0
87	Prokka:Prodigal	hisB	Imidazoleglycerol-phosphate dehydratase	0
88	Prokka:Prodigal	hisH	Imidazole glycerol phosphate synthase subunit HisH	0
89	Prokka:Prodigal	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	0
90	Prokka:Prodigal	hisF	Imidazole glycerol phosphate synthase subunit HisF	0
91	Prokka:Prodigal	hisI	Phosphoribosyl-AMP cyclohydrolase	0
92	Prokka:Aragorn		tRNA-Thr(tgt)	0
93	Prokka:Aragorn		tRNA-His(gtg)	0
94	Prokka:Aragorn		tRNA-Lys(ttt)	0
95	Prokka:Aragorn		tRNA-Lys(ctt)	0
96	Prokka:Prodigal	pheS	Phenylalanine--tRNA ligase alpha subunit	0
97	Prokka:Prodigal	rplT	50S ribosomal protein L20	0
98	Prokka:Prodigal			0
99	Prokka:Prodigal	infC	Translation initiation factor IF-3	0
100	Prokka:Aragorn		tRNA-Ile(aat)	0
101	Prokka:Aragorn		tRNA-Arg(tct)	0
102	Prokka:Aragorn		tRNA-Met(cat)	0
103	Prokka:Aragorn		tRNA-Pro(tgg)	0
104	Prokka:Prodigal			0
105	Prokka:Prodigal			0
106	Prokka:Prodigal			0
107	Prokka:Prodigal			0
108	Prokka:Prodigal	aruH	Arginine--pyruvate transaminase AruH	0
109	Prokka:Prodigal	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	0
110	Prokka:Prodigal	dapE	Succinyl-diaminopimelate desuccinylase	0
111	Prokka:Prodigal	thrC	Threonine synthase	0
112	Prokka:Prodigal			0
113	Prokka:Prodigal	dnaB	Replicative DNA helicase	0
114	Prokka:Prodigal			0
115	Prokka:Prodigal	rho	Transcription termination factor Rho	0
116	Prokka:Aragorn		tRNA-Asp(gtc)	0
117	Prokka:Aragorn		tRNA-Glu(ttc)	0
118	Prokka:Prodigal	mnmE	tRNA modification GTPase MnmE	0
119	Prokka:Prodigal	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	0
120	Prokka:Prodigal	groS	10 kDa chaperonin	0
121	Prokka:Prodigal	groL	60 kDa chaperonin	0
122	Prokka:Prodigal	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	0
123	Prokka:Prodigal			0
124	Prokka:Prodigal			0
125	Prokka:Prodigal	dnaJ	Chaperone protein DnaJ	0
126	Prokka:Prodigal	dnaK	Chaperone protein DnaK	0
127	Prokka:Prodigal	grpE	Protein GrpE	0
128	Prokka:Prodigal	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	0
129	Prokka:Prodigal	mnmA	tRNA-specific 2-thiouridylase MnmA	0
130	Prokka:Prodigal			0
131	Prokka:Prodigal	leuS	Leucine--tRNA ligase	0
132	Prokka:Prodigal	dapB	4-hydroxy-tetrahydrodipicolinate reductase	0
133	Prokka:Prodigal	aroE	Shikimate dehydrogenase (NADP(+))	0
134	Prokka:Prodigal	aroQ	3-dehydroquinate dehydratase	0
135	Prokka:Prodigal			0
136	Prokka:Prodigal	rpmA	50S ribosomal protein L27	0
137	Prokka:Prodigal			0
138	Prokka:Prodigal			0
139	Prokka:Prodigal	argG	Argininosuccinate synthase	0
140	Prokka:barrnap		23S ribosomal RNA	0
141	Prokka:Aragorn		tRNA-Ile(aat)	0
142	Prokka:Aragorn		tRNA-Ala(tgc)	0
143	Prokka:barrnap		16S ribosomal RNA	0
144	Prokka:Prodigal	lipA	Lipoyl synthase	0
145	Prokka:Prodigal			0
146	Prokka:Prodigal			0
147	Prokka:Prodigal	rplD	50S ribosomal protein L4	0
148	Prokka:Prodigal			0
149	Prokka:Prodigal	rplB	50S ribosomal protein L2	0
150	Prokka:Prodigal	rpsS	30S ribosomal protein S19	0
151	Prokka:Prodigal			0
152	Prokka:Prodigal	rpsC	30S ribosomal protein S3	0
153	Prokka:Prodigal	rplP	50S ribosomal protein L16	0
154	Prokka:Prodigal			0
155	Prokka:Prodigal	rplN	50S ribosomal protein L14	0
156	Prokka:Prodigal			0
157	Prokka:Prodigal	rplE	50S ribosomal protein L5	0
158	Prokka:Prodigal	rpsN2	Alternate 30S ribosomal protein S14	0
159	Prokka:Prodigal	rpsH	30S ribosomal protein S8	0
160	Prokka:Prodigal	rplF	50S ribosomal protein L6	0
161	Prokka:Prodigal			0
162	Prokka:Prodigal			0
163	Prokka:Prodigal			0
164	Prokka:Prodigal	infA	Translation initiation factor IF-1	0
165	Prokka:Prodigal			0
166	Prokka:Prodigal	rpsM	30S ribosomal protein S13	0
167	Prokka:Prodigal	rpsK	30S ribosomal protein S11	0
168	Prokka:Prodigal	rpsD	30S ribosomal protein S4	0
169	Prokka:Prodigal	rpoA	DNA-directed RNA polymerase subunit alpha	0
170	Prokka:Prodigal	rplQ	50S ribosomal protein L17	0
171	Prokka:Prodigal	lysA	Diaminopimelate decarboxylase	0
172	Prokka:Prodigal	aroK	Shikimate kinase	0
173	Prokka:Prodigal	aroB	3-dehydroquinate synthase	0
174	Prokka:Aragorn		tRNA-Met(cat)	0
175	Prokka:Aragorn		tRNA-Tyr(gta)	0
176	Prokka:Aragorn		tRNA-Gly(tcc)	0
177	Prokka:Aragorn		tRNA-Thr(agt)	0
