gene_callers_id	source	accession	function	e_value
59	Prokka:Prodigal	carA	Carbamoyl-phosphate synthase small chain	0
60	Prokka:Prodigal	carB	Carbamoyl-phosphate synthase large chain	0
61	Prokka:Prodigal	rlmE	Ribosomal RNA large subunit methyltransferase E	0
62	Prokka:Prodigal	clpP	ATP-dependent Clp protease proteolytic subunit	0
63	Prokka:Aragorn		tRNA-Val(tac)	0
64	Prokka:Prodigal			0
65	Prokka:Aragorn		tRNA-Leu(caa)	0
66	Prokka:Aragorn		tRNA-Ser(tga)	0
67	Prokka:Aragorn		tRNA-Arg(acg)	0
68	Prokka:Prodigal	hisG	ATP phosphoribosyltransferase	0
69	Prokka:Prodigal	hisD	Histidinol dehydrogenase	0
70	Prokka:Prodigal	hisC2	Histidinol-phosphate aminotransferase 2	0
71	Prokka:Prodigal	hisB	Imidazoleglycerol-phosphate dehydratase	0
72	Prokka:Prodigal	hisH	Imidazole glycerol phosphate synthase subunit HisH	0
73	Prokka:Prodigal	priA	Phosphoribosyl isomerase A	0
74	Prokka:Prodigal	hisF	Imidazole glycerol phosphate synthase subunit HisF	0
75	Prokka:Prodigal	hisI	Phosphoribosyl-AMP cyclohydrolase	0
76	Prokka:Aragorn		tRNA-Thr(tgt)	0
77	Prokka:Aragorn		tRNA-His(gtg)	0
78	Prokka:Aragorn		tRNA-Lys(ttt)	0
79	Prokka:Prodigal			0
80	Prokka:Prodigal	infC	Translation initiation factor IF-3	0
81	Prokka:Aragorn		tRNA-Val(aac)	0
82	Prokka:Aragorn		tRNA-Arg(tct)	0
83	Prokka:Aragorn		tRNA-Met(cat)	0
84	Prokka:Aragorn		tRNA-Pro(tgg)	0
85	Prokka:Prodigal			0
86	Prokka:Prodigal			0
87	Prokka:Prodigal			0
88	Prokka:Prodigal	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	0
89	Prokka:Prodigal	dapE	Succinyl-diaminopimelate desuccinylase	0
90	Prokka:Prodigal			0
91	Prokka:Prodigal	thrC	Threonine synthase	0
92	Prokka:Prodigal			0
93	Prokka:Prodigal			0
94	Prokka:Prodigal			0
95	Prokka:Prodigal			0
96	Prokka:Aragorn		tRNA-Asp(gtc)	0
97	Prokka:Aragorn		tRNA-Glu(ttc)	0
98	Prokka:Prodigal	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	0
99	Prokka:Prodigal			0
100	Prokka:Prodigal	groL1	60 kDa chaperonin 1	0
101	Prokka:Prodigal	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	0
102	Prokka:Prodigal			0
103	Prokka:Prodigal			0
104	Prokka:Prodigal			0
105	Prokka:Prodigal			0
106	Prokka:Prodigal	dnaJ	Chaperone protein DnaJ	0
107	Prokka:Prodigal	dnaK	Chaperone protein DnaK	0
108	Prokka:Prodigal	grpE	Protein GrpE	0
109	Prokka:Prodigal	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	0
110	Prokka:Prodigal			0
111	Prokka:Prodigal	mnmA	tRNA-specific 2-thiouridylase MnmA	0
112	Prokka:Prodigal			0
113	Prokka:Prodigal			0
114	Prokka:Prodigal			0
115	Prokka:Prodigal	leuS	Leucine--tRNA ligase	0
116	Prokka:Prodigal	dapB	4-hydroxy-tetrahydrodipicolinate reductase	0
117	Prokka:Prodigal	maeB	NADP-dependent malic enzyme	0
118	Prokka:Prodigal	aroQ	3-dehydroquinate dehydratase	0
119	Prokka:Prodigal	rpmA	50S ribosomal protein L27	0
120	Prokka:Prodigal			0
121	Prokka:Prodigal	rsmH	Ribosomal RNA small subunit methyltransferase H	0
122	Prokka:Aragorn		tRNA-Ala(tgc)	0
123	Prokka:Prodigal	argG	Argininosuccinate synthase	0
124	Prokka:barrnap		23S ribosomal RNA	0
125	Prokka:Aragorn		tRNA-Ile(gat)	0
126	Prokka:barrnap		16S ribosomal RNA	0
127	Prokka:Prodigal			0
128	Prokka:Prodigal	rplD	50S ribosomal protein L4	0
129	Prokka:Prodigal			0
130	Prokka:Prodigal	rplB	50S ribosomal protein L2	0
131	Prokka:Prodigal	rpsS	30S ribosomal protein S19	0
132	Prokka:Prodigal	rplV	50S ribosomal protein L22	0
133	Prokka:Prodigal	rpsC	30S ribosomal protein S3	0
134	Prokka:Prodigal	rplP	50S ribosomal protein L16	0
135	Prokka:Prodigal			0
136	Prokka:Prodigal	rplN	50S ribosomal protein L14	0
137	Prokka:Prodigal	rplE	50S ribosomal protein L5	0
138	Prokka:Prodigal	rpsN	30S ribosomal protein S14	0
139	Prokka:Prodigal			0
140	Prokka:Prodigal			0
141	Prokka:Prodigal			0
142	Prokka:Prodigal	rpsE	30S ribosomal protein S5	0
143	Prokka:Prodigal	rplO	50S ribosomal protein L15	0
144	Prokka:Prodigal	infA	Translation initiation factor IF-1	0
145	Prokka:Prodigal	rpmJ	50S ribosomal protein L36	0
146	Prokka:Prodigal	rpsM	30S ribosomal protein S13	0
147	Prokka:Prodigal	rpsK	30S ribosomal protein S11	0
148	Prokka:Prodigal			0
149	Prokka:Prodigal	rpoA	DNA-directed RNA polymerase subunit alpha	0
150	Prokka:Prodigal			0
151	Prokka:Prodigal	lysA	Diaminopimelate decarboxylase	0
152	Prokka:Aragorn		tRNA-Met(cat)	0
153	Prokka:Aragorn		tRNA-Tyr(gta)	0
154	Prokka:Aragorn		tRNA-Gly(tcc)	0
