REF_START	REF_END	QUERY_START	QUERY_END	REF_LENGTH	QUERY_LENGTH	IDENTITY	REF_NAME	QUERY_NAME
109161	108918	93231	93486	244	256	83.3	SMAGAHAV	SMAKOQUE
109820	110006	92138	91943	187	196	89.2	SMAGAHAV	SMAKOQUE
128918	129905	120840	119721	988	1120	70.5	SMAGAHAV	SMAKOQUE
41725	38338	161426	157259	3388	4168	83.4	SMAGAHAV	SMAKOQUE
43190	41828	162910	161545	1363	1366	80.6	SMAGAHAV	SMAKOQUE
44077	43216	165544	164671	862	874	61.0	SMAGAHAV	SMAKOQUE
45480	44109	166907	165536	1372	1372	93.5	SMAGAHAV	SMAKOQUE
45575	46130	166961	167537	556	577	72.2	SMAGAHAV	SMAKOQUE
46122	47262	167546	168683	1141	1138	84.3	SMAGAHAV	SMAKOQUE
47263	48448	168745	169942	1186	1198	85.0	SMAGAHAV	SMAKOQUE
49524	48465	171032	169979	1060	1054	93.4	SMAGAHAV	SMAKOQUE
49609	50080	171085	171526	472	442	81.29	SMAGAHAV	SMAKOQUE
50416	50071	171862	171520	346	343	89.3	SMAGAHAV	SMAKOQUE
114458	114251	90030	90255	208	226	74.5	SMAGAHAV	SMAKOQUE
114504	114795	89897	89603	292	295	91.1	SMAGAHAV	SMAKOQUE
115526	115907	138036	137661	382	376	91.1	SMAGAHAV	SMAKOQUE
115939	116410	137655	137184	472	472	93.5	SMAGAHAV	SMAKOQUE
116416	118501	137170	135010	2086	2161	93.0	SMAGAHAV	SMAKOQUE
118504	118801	135009	134709	298	301	88.8	SMAGAHAV	SMAKOQUE
118794	119430	134716	134095	637	622	90.7	SMAGAHAV	SMAKOQUE
119423	120071	133474	132802	649	673	81.1	SMAGAHAV	SMAKOQUE
120373	121201	131346	130527	829	820	95.5	SMAGAHAV	SMAKOQUE
121212	121518	130515	130191	307	325	91.9	SMAGAHAV	SMAKOQUE
121875	122574	129455	128747	700	709	86.8	SMAGAHAV	SMAKOQUE
122955	123228	128357	127868	274	490	85.5	SMAGAHAV	SMAKOQUE
123925	124471	126627	126036	547	592	88.3	SMAGAHAV	SMAKOQUE
138895	137860	176389	175354	1036	1036	96.5	SMAGAHAV	SMAKOQUE
141102	139386	178507	176689	1717	1819	80.2	SMAGAHAV	SMAKOQUE
142818	141102	180249	178503	1717	1747	91.1	SMAGAHAV	SMAKOQUE
16841	16439	62766	63195	403	430	70.4	SMAGAHAV	SMAKOQUE
53110	51244	13966	12058	1867	1909	92.1	SMAGAHAV	SMAKOQUE
50624	50417	172129	171919	208	211	90.7	SMAGAHAV	SMAKOQUE
51186	50604	172688	172103	583	586	85.7	SMAGAHAV	SMAKOQUE
53210	53612	14056	14458	403	403	84.8	SMAGAHAV	SMAKOQUE
53611	54004	14457	14850	394	394	90.0	SMAGAHAV	SMAKOQUE
69782	70196	35968	36397	415	430	90.5	SMAGAHAV	SMAKOQUE
70188	70635	37146	37818	448	673	71.2	SMAGAHAV	SMAKOQUE
70631	71174	38000	38531	544	532	72.4	SMAGAHAV	SMAKOQUE
71163	71532	38533	38914	370	382	78.5	SMAGAHAV	SMAKOQUE
71537	75269	38919	42648	3733	3730	85.5	SMAGAHAV	SMAKOQUE
75284	79379	42847	47011	4096	4165	85.0	SMAGAHAV	SMAKOQUE
124475	124745	125936	125666	271	271	94.3	SMAGAHAV	SMAKOQUE
124757	125147	125651	125258	391	394	85.3	SMAGAHAV	SMAKOQUE
125165	125744	125230	124672	580	559	84.8	SMAGAHAV	SMAKOQUE
125752	126076	124650	124119	325	532	75.4	SMAGAHAV	SMAKOQUE
126079	126568	124117	123604	490	514	94.4	SMAGAHAV	SMAKOQUE
126592	127045	123593	123140	454	454	84.4	SMAGAHAV	SMAKOQUE
127170	127386	122799	122583	217	217	90.1	SMAGAHAV	SMAKOQUE
127395	127512	122579	122462	118	118	92.1	SMAGAHAV	SMAKOQUE
127515	127893	122459	122075	379	385	91.8	SMAGAHAV	SMAKOQUE
127889	128249	122072	121658	361	415	90.5	SMAGAHAV	SMAKOQUE
26033	27341	138122	139484	1309	1363	83.0	SMAGAHAV	SMAKOQUE
27347	28460	139499	140633	1114	1135	77.7	SMAGAHAV	SMAKOQUE
30426	28953	144486	143019	1474	1468	86.3	SMAGAHAV	SMAKOQUE
30644	30446	144683	144482	199	202	85.0	SMAGAHAV	SMAKOQUE
30941	30647	145022	144686	295	337	89.6	SMAGAHAV	SMAKOQUE
30987	32310	145138	146491	1324	1354	82.0	SMAGAHAV	SMAKOQUE
34083	32304	148390	146563	1780	1828	84.8	SMAGAHAV	SMAKOQUE
34453	35908	151765	153241	1456	1477	86.7	SMAGAHAV	SMAKOQUE
37074	35940	154409	153254	1135	1156	86.0	SMAGAHAV	SMAKOQUE
38001	37077	155365	154417	925	949	75.9	SMAGAHAV	SMAKOQUE
18636	18306	78652	78238	331	415	86.9	SMAGAHAV	SMAKOQUE
19237	18979	79643	79379	259	265	95.2	SMAGAHAV	SMAKOQUE
19574	19226	79965	79632	349	334	90.6	SMAGAHAV	SMAKOQUE
20412	19857	83532	82974	556	559	79.5	SMAGAHAV	SMAKOQUE
20440	21421	83669	84629	982	961	87.2	SMAGAHAV	SMAKOQUE
23206	23299	86472	86565	94	94	89.6	SMAGAHAV	SMAKOQUE
24166	23536	87504	86877	631	628	94.2	SMAGAHAV	SMAKOQUE
25141	24316	88536	87741	826	796	63.4	SMAGAHAV	SMAKOQUE
25173	26022	88548	89397	850	850	91.1	SMAGAHAV	SMAKOQUE
92907	93885	110079	108981	979	1099	80.1	SMAGAHAV	SMAKOQUE
93889	94081	108676	108481	193	196	86.4	SMAGAHAV	SMAKOQUE
96447	95064	105901	107305	1384	1405	89.7	SMAGAHAV	SMAKOQUE
97214	96776	173545	174061	439	517	73.8	SMAGAHAV	SMAKOQUE
97326	97656	173409	173082	331	328	88.9	SMAGAHAV	SMAKOQUE
99354	97713	102662	104303	1642	1642	96.1	SMAGAHAV	SMAKOQUE
99643	99361	102376	102646	283	271	96.5	SMAGAHAV	SMAKOQUE
101016	99717	101155	102202	1300	1048	81.2	SMAGAHAV	SMAKOQUE
120078	120372	132750	132429	295	322	69.9	SMAGAHAV	SMAKOQUE
102661	103801	100785	99339	1141	1447	91.4	SMAGAHAV	SMAKOQUE
104599	105949	98572	97255	1351	1318	80.2	SMAGAHAV	SMAKOQUE
107205	108927	95265	93477	1723	1789	79.8	SMAGAHAV	SMAKOQUE
109567	109282	92559	92841	286	283	84.1	SMAGAHAV	SMAKOQUE
111130	110149	90616	91600	982	985	95.7	SMAGAHAV	SMAKOQUE
128303	128900	121610	120854	598	757	69.69	SMAGAHAV	SMAKOQUE
129901	130252	119725	119365	352	361	87.1	SMAGAHAV	SMAKOQUE
133167	131469	115550	117482	1699	1933	70.5	SMAGAHAV	SMAKOQUE
134864	135854	113514	112566	991	949	91.7	SMAGAHAV	SMAKOQUE
137402	136943	110668	111106	460	439	82.4	SMAGAHAV	SMAKOQUE
130252	131188	119213	118310	937	904	87.0	SMAGAHAV	SMAKOQUE
134624	133163	113883	115455	1462	1573	80.9	SMAGAHAV	SMAKOQUE
135871	136957	112546	111334	1087	1213	78.4	SMAGAHAV	SMAKOQUE
14803	15769	155134	156004	967	871	66.1	SMAKOQUE	SMASICLA
15910	16627	155985	156708	718	724	44.0	SMAKOQUE	SMASICLA
21081	18429	161048	158429	2653	2620	70.9	SMAKOQUE	SMASICLA
22459	21235	162419	161216	1225	1204	74.3	SMAKOQUE	SMASICLA
23155	22507	163134	162483	649	652	87.5	SMAKOQUE	SMASICLA
24396	23340	164495	163274	1057	1222	73.2	SMAKOQUE	SMASICLA
31622	33005	4855	6001	1384	1147	73.2	SMAKOQUE	SMASICLA
50381	50177	146561	146789	205	229	70.4	SMAKOQUE	SMASICLA
51922	50686	145252	146569	1237	1318	72.0	SMAKOQUE	SMASICLA
55215	52488	142167	144942	2728	2776	79.1	SMAKOQUE	SMASICLA
56539	55204	140900	142178	1336	1279	81.49	SMAKOQUE	SMASICLA
56573	57734	140750	139565	1162	1186	84.8	SMAKOQUE	SMASICLA
57750	59160	139536	138114	1411	1423	93.6	SMAKOQUE	SMASICLA
59146	59734	138128	137543	589	586	84.6	SMAKOQUE	SMASICLA
59783	60869	137466	136401	1087	1066	89.8	SMAKOQUE	SMASICLA
65177	66839	58565	60215	1663	1651	74.6	SMAKOQUE	SMASICLA
122459	122075	97758	97374	385	385	84.2	SMAKOQUE	SMASICLA
171032	169979	16927	17986	1054	1060	72.5	SMAKOQUE	SMASICLA
180249	178503	78994	80713	1747	1720	83.4	SMAKOQUE	SMASICLA
126627	126036	101561	101006	592	556	84.4	SMAKOQUE	SMASICLA
105901	107305	133681	135163	1405	1483	81.39	SMAKOQUE	SMASICLA
120840	119721	96155	94877	1120	1279	61.8	SMAKOQUE	SMASICLA
139499	140633	41585	40469	1135	1117	68.2	SMAKOQUE	SMASICLA
144486	143019	38060	39557	1468	1498	70.2	SMAKOQUE	SMASICLA
145022	144686	37684	38020	337	337	71.8	SMAKOQUE	SMASICLA
145138	146491	37619	36236	1354	1384	60.7	SMAKOQUE	SMASICLA
148390	146563	34251	36213	1828	1963	59.7	SMAKOQUE	SMASICLA
154409	153254	30912	32046	1156	1135	61.2	SMAKOQUE	SMASICLA
162910	161545	23672	25076	1366	1405	50.5	SMAKOQUE	SMASICLA
130515	130191	104539	104209	325	331	82.4	SMAKOQUE	SMASICLA
176689	176449	82466	82718	241	253	59.7	SMAKOQUE	SMASICLA
38919	42648	11062	14935	3730	3874	68.1	SMAKOQUE	SMASICLA
100785	99339	125967	124515	1447	1453	88.0	SMAKOQUE	SMASICLA
101155	102202	125995	127351	1048	1357	78.2	SMAKOQUE	SMASICLA
102376	102646	127783	128056	271	274	88.6	SMAKOQUE	SMASICLA
102662	104303	128079	129732	1642	1654	92.9	SMAKOQUE	SMASICLA
119725	119365	94894	94543	361	352	85.4	SMAKOQUE	SMASICLA
122072	121658	97369	96976	415	394	92.6	SMAKOQUE	SMASICLA
123593	123140	98591	98099	454	493	85.9	SMAKOQUE	SMASICLA
171862	171520	15883	16243	343	361	72.7	SMAKOQUE	SMASICLA
38000	38531	10118	10655	532	538	56.39	SMAKOQUE	SMASICLA
63198	65100	56721	58497	1903	1777	71.7	SMAKOQUE	SMASICLA
122799	122583	98119	97882	217	238	87.3	SMAKOQUE	SMASICLA
171085	171526	16804	16369	442	436	60.1	SMAKOQUE	SMASICLA
35968	36397	8874	9324	430	451	74.6	SMAKOQUE	SMASICLA
132750	132429	105707	105362	322	346	74.0	SMAKOQUE	SMASICLA
1088	3878	78533	75929	2791	2605	60.9	SMAKOQUE	SMASICLA
3971	4310	75823	75490	340	334	72.4	SMAKOQUE	SMASICLA
5849	6956	75463	74329	1108	1135	58.9	SMAKOQUE	SMASICLA
135009	134709	107316	107016	301	301	74.4	SMAKOQUE	SMASICLA
178507	176689	80736	82455	1819	1720	75.2	SMAKOQUE	SMASICLA
90616	91600	115948	116926	985	979	90.4	SMAKOQUE	SMASICLA
62566	61960	56406	55752	607	655	65.5	SMAKOQUE	SMASICLA
121610	120854	96917	96215	757	703	58.1	SMAKOQUE	SMASICLA
167546	168683	20799	19629	1138	1171	62.6	SMAKOQUE	SMASICLA
34469	35657	7368	8556	1189	1189	91.1	SMAKOQUE	SMASICLA
131346	130527	105373	104551	820	823	93.7	SMAKOQUE	SMASICLA
166961	167537	21357	20844	577	514	52.6	SMAKOQUE	SMASICLA
127057	126631	101995	101584	427	412	45.1	SMAKOQUE	SMASICLA
78242	77966	53396	53723	277	328	73.6	SMAKOQUE	SMASICLA
78652	78238	53011	53350	415	340	68.5	SMAKOQUE	SMASICLA
79643	79379	52100	52352	265	253	88.7	SMAKOQUE	SMASICLA
79965	79632	51770	52091	334	322	69.49	SMAKOQUE	SMASICLA
83532	82974	49515	50082	559	568	61.2	SMAKOQUE	SMASICLA
83669	84629	49445	48497	961	949	71.2	SMAKOQUE	SMASICLA
86472	86565	46628	46529	94	100	89.2	SMAKOQUE	SMASICLA
124117	123604	99177	98619	514	559	95.5	SMAKOQUE	SMASICLA
172129	171919	15634	15847	211	214	68.1	SMAKOQUE	SMASICLA
37146	37818	9411	10068	673	658	59.4	SMAKOQUE	SMASICLA
134716	134095	107015	106367	622	649	84.7	SMAKOQUE	SMASICLA
77954	77759	53679	53928	196	250	72.4	SMAKOQUE	SMASICLA
49925	49790	147066	147228	136	163	46.3	SMAKOQUE	SMASICLA
137170	135010	109242	109077	2161	166	58.4	SMAKOQUE	SMASICLA
92559	92841	120130	120424	283	295	84.1	SMAKOQUE	SMASICLA
128357	127868	102655	102394	490	262	87.1	SMAKOQUE	SMASICLA
67370	68480	60259	61264	1111	1006	49.5	SMAKOQUE	SMASICLA
151765	153241	33687	32199	1477	1489	63.9	SMAKOQUE	SMASICLA
155365	154417	29939	30890	949	952	55.9	SMAKOQUE	SMASICLA
161426	157259	25335	29271	4168	3937	49.8	SMAKOQUE	SMASICLA
166907	165536	21486	22953	1372	1468	75.6	SMAKOQUE	SMASICLA
88548	89397	44671	43705	850	967	78.2	SMAKOQUE	SMASICLA
92138	91943	117832	117652	196	181	80.7	SMAKOQUE	SMASICLA
125651	125258	100678	100261	394	418	72.9	SMAKOQUE	SMASICLA
127822	127453	102420	102051	370	370	93.4	SMAKOQUE	SMASICLA
88536	87741	44692	45592	796	901	45.1	SMAKOQUE	SMASICLA
90030	90255	112317	112506	226	190	78.9	SMAKOQUE	SMASICLA
125230	124672	100230	99618	559	613	79.7	SMAKOQUE	SMASICLA
129455	128747	103805	103115	709	691	82.9	SMAKOQUE	SMASICLA
74405	70733	66720	63204	3673	3517	64.4	SMAKOQUE	SMASICLA
124650	124119	99558	99222	532	337	70.1	SMAKOQUE	SMASICLA
173409	173082	130831	130222	328	610	76.8	SMAKOQUE	SMASICLA
42847	47011	152022	147918	4165	4105	71.7	SMAKOQUE	SMASICLA
112546	111334	88301	87059	1213	1243	73.6	SMAKOQUE	SMASICLA
113514	112566	89308	88318	949	991	90.7	SMAKOQUE	SMASICLA
113883	115455	50191	51646	1573	1456	23.1	SMAKOQUE	SMASICLA
115550	117482	89687	91421	1933	1735	61.4	SMAKOQUE	SMASICLA
119213	118310	92964	92742	904	223	55.8	SMAKOQUE	SMASICLA
138122	139484	43076	41621	1363	1456	65.4	SMAKOQUE	SMASICLA
122579	122462	97878	97761	118	118	89.4	SMAKOQUE	SMASICLA
168745	169942	19504	18262	1198	1243	64.7	SMAKOQUE	SMASICLA
176389	175354	82923	83967	1036	1045	90.4	SMAKOQUE	SMASICLA
133474	132802	106362	105714	673	649	78.0	SMAKOQUE	SMASICLA
89897	89603	112209	111894	295	316	81.1	SMAKOQUE	SMASICLA
128770	128365	103138	102736	406	403	94.6	SMAKOQUE	SMASICLA
75568	74794	67922	67148	775	775	71.8	SMAKOQUE	SMASICLA
172688	172103	15015	15678	586	664	65.8	SMAKOQUE	SMASICLA
38533	38914	10664	11039	382	376	59.8	SMAKOQUE	SMASICLA
137655	137184	109798	109294	472	505	79.8	SMAKOQUE	SMASICLA
108676	108481	135404	135203	196	202	74.2	SMAKOQUE	SMASICLA
125936	125666	100980	100710	271	271	94.3	SMAKOQUE	SMASICLA
130187	129809	104175	103788	379	388	59.8	SMAKOQUE	SMASICLA
138036	137661	110189	109814	376	376	95.9	SMAKOQUE	SMASICLA
7010	8153	72065	70694	1144	1372	59.3	SMAKOQUE	SMASICLA
10625	9407	69314	70583	1219	1270	87.3	SMAKOQUE	SMASICLA
10698	11763	69115	67927	1066	1189	63.6	SMAKOQUE	SMASICLA
13966	12058	154154	152063	1909	2092	79.8	SMAKOQUE	SMASICLA
14056	14458	154251	154671	403	421	73.2	SMAKOQUE	SMASICLA
14457	14850	154670	155126	394	457	70.5	SMAKOQUE	SMASICLA
96554	95315	122190	120942	1240	1249	81.1	SMAKOQUE	SMASICLA
98572	97255	123620	122240	1318	1381	72.5	SMAKOQUE	SMASICLA
99315	98568	124363	123616	748	748	87.5	SMAKOQUE	SMASICLA
4855	6001	69326	70628	1147	1303	74.5	SMASICLA	SMCALBON1
6026	6443	70631	71045	418	415	47.8	SMASICLA	SMCALBON1
7368	8556	72025	73213	1189	1189	91.1	SMASICLA	SMCALBON1
8874	9324	73321	73750	451	430	78.9	SMASICLA	SMCALBON1
9411	10068	73742	74387	658	646	67.4	SMASICLA	SMCALBON1
10118	10655	74391	74928	538	538	60.6	SMASICLA	SMCALBON1
10664	11039	74917	75286	376	370	62.4	SMASICLA	SMCALBON1
11062	14935	75300	78996	3874	3697	68.4	SMASICLA	SMCALBON1
15015	15678	54502	53914	664	589	68.7	SMASICLA	SMCALBON1
15634	15847	53940	53727	214	214	75.7	SMASICLA	SMCALBON1
92964	92742	132426	133323	223	898	58.1	SMASICLA	SMCALBON1
96155	94877	131102	132080	1279	979	63.3	SMASICLA	SMCALBON1
96917	96215	130484	131087	703	604	62.7	SMASICLA	SMCALBON1
97369	96976	130107	130458	394	352	93.6	SMASICLA	SMCALBON1
97758	97374	129733	130111	385	379	88.0	SMASICLA	SMCALBON1
97878	97761	129613	129730	118	118	92.1	SMASICLA	SMCALBON1
98591	98099	128938	129391	493	454	86.3	SMASICLA	SMCALBON1
99177	98619	128445	128925	559	481	92.3	SMASICLA	SMCALBON1
146561	146789	85551	85314	229	238	77.0	SMASICLA	SMCALBON1
102420	102051	125622	125991	370	370	90.1	SMASICLA	SMCALBON1
106362	105714	121810	122458	649	649	82.7	SMASICLA	SMCALBON1
69115	67927	7748	8813	1189	1066	60.5	SMASICLA	SMCALBON1
137466	136401	95074	96148	1066	1075	92.8	SMASICLA	SMCALBON1
120130	120424	111853	111580	295	274	87.2	SMASICLA	SMCALBON1
82466	82718	141176	140939	253	238	56.0	SMASICLA	SMCALBON1
100230	99618	127579	128137	613	559	81.69	SMASICLA	SMCALBON1
49445	48497	23012	23975	949	964	71.4	SMASICLA	SMCALBON1
101561	101006	126322	126868	556	547	87.7	SMASICLA	SMCALBON1
94894	94543	132076	132430	352	355	89.6	SMASICLA	SMCALBON1
130831	130222	100969	101299	610	331	77.7	SMASICLA	SMCALBON1
103805	103115	124271	124994	691	724	81.2	SMASICLA	SMCALBON1
128079	129732	102990	101349	1654	1642	92.3	SMASICLA	SMCALBON1
112209	111894	116604	116901	316	298	76.6	SMASICLA	SMCALBON1
78533	75929	630	3198	2605	2569	63.8	SMASICLA	SMCALBON1
44671	43705	27605	28454	967	850	79.2	SMASICLA	SMCALBON1
101995	101584	126005	126326	412	322	49.2	SMASICLA	SMCALBON1
44692	45592	27554	26783	901	772	48.0	SMASICLA	SMCALBON1
100980	100710	126872	127142	271	271	92.1	SMASICLA	SMCALBON1
107316	107016	120891	121188	301	298	78.3	SMASICLA	SMCALBON1
138128	137543	94422	95007	586	586	84.5	SMASICLA	SMCALBON1
122190	120942	108249	109488	1249	1240	81.59	SMASICLA	SMCALBON1
114866	115907	114236	113339	1042	898	92.7	SMASICLA	SMCALBON1
164859	165147	64760	65219	289	460	96.8	SMASICLA	SMCALBON1
49515	50082	23011	22384	568	628	63.5	SMASICLA	SMCALBON1
72065	70694	4726	5875	1372	1150	59.2	SMASICLA	SMCALBON1
75823	75490	3239	3572	334	334	71.0	SMASICLA	SMCALBON1
139536	138114	93014	94436	1423	1423	93.8	SMASICLA	SMCALBON1
145252	146569	86825	85580	1318	1246	75.6	SMASICLA	SMCALBON1
123620	122240	106907	108233	1381	1327	72.6	SMASICLA	SMCALBON1
112317	112506	116552	116354	190	199	67.8	SMASICLA	SMCALBON1
117832	117652	112100	112280	181	181	89.4	SMASICLA	SMCALBON1
89308	88318	136940	137930	991	991	89.0	SMASICLA	SMCALBON1
163134	162483	63343	62680	652	664	86.1	SMASICLA	SMCALBON1
89687	91421	135249	133620	1735	1630	66.1	SMASICLA	SMCALBON1
46628	46529	25736	25829	100	94	86.6	SMASICLA	SMCALBON1
103138	102736	124971	125376	403	406	93.1	SMASICLA	SMCALBON1
155134	156004	57319	58024	871	706	75.7	SMASICLA	SMCALBON1
105707	105362	122465	122777	346	313	63.9	SMASICLA	SMCALBON1
67922	67148	8809	9568	775	760	75.7	SMASICLA	SMCALBON1
133681	135163	100113	98730	1483	1384	80.5	SMASICLA	SMCALBON1
140900	142178	91759	90496	1279	1264	82.5	SMASICLA	SMCALBON1
125967	124515	104730	106149	1453	1420	86.7	SMASICLA	SMCALBON1
78994	80713	144589	142873	1720	1717	82.8	SMASICLA	SMCALBON1
50191	51646	136741	135277	1456	1465	23.6	SMASICLA	SMCALBON1
51770	52091	22180	21853	322	328	69.79	SMASICLA	SMCALBON1
52100	52352	21864	21612	253	253	87.5	SMASICLA	SMCALBON1
53011	53350	21302	20963	340	340	64.8	SMASICLA	SMCALBON1
53396	53723	20971	20689	328	283	70.9	SMASICLA	SMCALBON1
53679	53928	20693	20468	250	226	68.7	SMASICLA	SMCALBON1
56406	55752	19806	20406	655	601	71.3	SMASICLA	SMCALBON1
56721	58497	19208	17357	1777	1852	73.3	SMASICLA	SMCALBON1
58565	60215	17354	15752	1651	1603	74.0	SMASICLA	SMCALBON1
154154	152063	56414	54542	2092	1873	85.4	SMASICLA	SMCALBON1
104539	104209	123605	123911	331	307	90.6	SMASICLA	SMCALBON1
60259	61264	14459	13334	1006	1126	47.5	SMASICLA	SMCALBON1
135404	135203	97577	97769	202	193	77.7	SMASICLA	SMCALBON1
142167	144942	90507	87777	2776	2731	79.4	SMASICLA	SMCALBON1
125995	127351	104680	103363	1357	1318	82.9	SMASICLA	SMCALBON1
115948	116926	113329	112348	979	982	90.7	SMASICLA	SMCALBON1
88301	87059	137947	139027	1243	1081	71.3	SMASICLA	SMCALBON1
99558	99222	128145	128442	337	298	77.5	SMASICLA	SMCALBON1
66720	63204	9770	13172	3517	3403	71.0	SMASICLA	SMCALBON1
127783	128056	103273	103003	274	271	86.3	SMASICLA	SMCALBON1
80736	82455	142859	141182	1720	1678	82.5	SMASICLA	SMCALBON1
162419	161216	62678	61466	1204	1213	75.3	SMASICLA	SMCALBON1
100678	100261	127154	127544	418	391	79.5	SMASICLA	SMCALBON1
69314	70583	7684	6499	1270	1186	84.2	SMASICLA	SMCALBON1
119066	119756	71045	71663	691	619	27.4	SMASICLA	SMCALBON1
112628	114788	116358	114243	2161	2116	78.8	SMASICLA	SMCALBON1
15883	16243	53726	53384	361	343	76.3	SMASICLA	SMCALBON1
16804	16369	52927	53377	436	451	59.1	SMASICLA	SMCALBON1
16927	17986	52845	51786	1060	1060	73.7	SMASICLA	SMCALBON1
19504	18262	50600	51785	1243	1186	66.8	SMASICLA	SMCALBON1
20799	19629	49483	50599	1171	1117	64.5	SMASICLA	SMCALBON1
21357	20844	48900	49491	514	592	56.89	SMASICLA	SMCALBON1
21486	22953	48848	47477	1468	1372	76.2	SMASICLA	SMCALBON1
23672	25076	46631	45275	1405	1357	51.5	SMASICLA	SMCALBON1
25335	29271	45165	41853	3937	3313	58.1	SMASICLA	SMCALBON1
152022	147918	79066	83146	4105	4081	74.5	SMASICLA	SMCALBON1
154251	154671	56526	56916	421	391	75.5	SMASICLA	SMCALBON1
154670	155126	56915	57308	457	394	67.9	SMASICLA	SMCALBON1
155985	156708	58023	58650	724	628	53.6	SMASICLA	SMCALBON1
104175	103788	123903	124287	388	385	65.8	SMASICLA	SMCALBON1
107015	106367	121181	121817	649	637	87.1	SMASICLA	SMCALBON1
109242	109077	118803	119730	166	928	58.4	SMASICLA	SMCALBON1
109798	109294	118323	118794	505	472	83.0	SMASICLA	SMCALBON1
29939	30890	41552	40589	952	964	56.79	SMASICLA	SMCALBON1
30912	32046	40612	39478	1135	1135	61.9	SMASICLA	SMCALBON1
33687	32199	38027	39482	1489	1456	66.5	SMASICLA	SMCALBON1
34251	36213	37734	35949	1963	1786	59.4	SMASICLA	SMCALBON1
37619	36236	34638	35955	1384	1318	63.1	SMASICLA	SMCALBON1
37684	38020	34579	34264	337	316	71.7	SMASICLA	SMCALBON1
38060	39557	34062	32604	1498	1459	71.6	SMASICLA	SMCALBON1
41585	40469	29813	30953	1117	1141	70.9	SMASICLA	SMCALBON1
43076	41621	28482	29790	1456	1309	65.8	SMASICLA	SMCALBON1
105373	104551	122766	123594	823	829	93.0	SMASICLA	SMCALBON1
110189	109814	117928	118309	376	382	94.3	SMASICLA	SMCALBON1
75463	74329	3585	4689	1135	1105	61.8	SMASICLA	SMCALBON1
140750	139565	91864	93040	1186	1177	86.5	SMASICLA	SMCALBON1
