REF_START	REF_END	QUERY_START	QUERY_END	REF_LENGTH	QUERY_LENGTH	IDENTITY	REF_NAME	QUERY_NAME
93770	94709	90268	91273	940	1006	40.0	VFAGAHAV	VFAKOQUE
101331	101085	97538	97292	247	247	65.4	VFAGAHAV	VFAKOQUE
80963	81260	76292	76652	298	361	35.9	VFAGAHAV	VFAKOQUE
84706	84946	80219	80507	241	289	31.5	VFAGAHAV	VFAKOQUE
89787	89922	85973	86108	136	136	67.4	VFAGAHAV	VFAKOQUE
115371	115485	111987	112101	115	115	56.69	VFAGAHAV	VFAKOQUE
55503	58575	51001	54148	3073	3148	47.8	VFAGAHAV	VFAKOQUE
99975	98775	96139	94909	1201	1231	59.8	VFAGAHAV	VFAKOQUE
80495	79241	75840	74628	1255	1213	41.0	VFAGAHAV	VFAKOQUE
116656	117301	113353	114241	646	889	36.0	VFAGAHAV	VFAKOQUE
70623	70167	66811	66319	457	493	41.1	VFAGAHAV	VFAKOQUE
71837	71960	68070	68175	124	106	37.5	VFAGAHAV	VFAKOQUE
43160	42200	39779	38810	961	970	38.9	VFAGAHAV	VFAKOQUE
49059	49803	46326	47124	745	799	29.5	VFAGAHAV	VFAKOQUE
66161	66764	62158	62776	604	619	43.2	VFAGAHAV	VFAKOQUE
98153	96188	94318	92491	1966	1828	41.5	VFAGAHAV	VFAKOQUE
78134	76811	73438	72088	1324	1351	47.7	VFAGAHAV	VFAKOQUE
81639	82914	77057	78359	1276	1303	38.1	VFAGAHAV	VFAKOQUE
84930	86496	80509	82135	1567	1627	47.5	VFAGAHAV	VFAKOQUE
89918	90506	86080	86773	589	694	31.4	VFAGAHAV	VFAKOQUE
115162	115375	111775	111991	214	217	50.0	VFAGAHAV	VFAKOQUE
119113	120100	116081	117113	988	1033	41.7	VFAGAHAV	VFAKOQUE
112396	112951	108883	109435	556	553	50.0	VFAGAHAV	VFAKOQUE
98779	98149	94920	94311	631	610	36.0	VFAGAHAV	VFAKOQUE
75737	76820	70988	72092	1084	1105	38.1	VFAGAHAV	VFAKOQUE
81256	81496	76648	76870	241	223	40.4	VFAGAHAV	VFAKOQUE
86496	87729	82171	83476	1234	1306	33.6	VFAGAHAV	VFAKOQUE
91467	90480	87829	86755	988	1075	39.0	VFAGAHAV	VFAKOQUE
115828	116170	112443	112794	343	352	52.7	VFAGAHAV	VFAKOQUE
118733	117617	115660	114520	1117	1141	47.2	VFAGAHAV	VFAKOQUE
44398	45808	41241	42636	1411	1396	37.0	VFAGAHAV	VFAKOQUE
108720	109302	104996	105560	583	565	43.7	VFAGAHAV	VFAKOQUE
61537	62599	57422	58502	1063	1081	36.4	VFAGAHAV	VFAKOQUE
0	1209	0	1194	1210	1195	66.3	VFAKOQUE	VFASICLA
2797	3157	2631	2970	361	340	31.3	VFAKOQUE	VFASICLA
3156	6993	2963	6293	3838	3331	34.59	VFAKOQUE	VFASICLA
6989	10925	6285	10080	3937	3796	38.3	VFAKOQUE	VFASICLA
10912	11308	10033	10411	397	379	71.6	VFAKOQUE	VFASICLA
11288	11762	10394	10865	475	472	33.9	VFAKOQUE	VFASICLA
11765	13844	10864	12919	2080	2056	50.4	VFAKOQUE	VFASICLA
110108	110642	112576	113089	535	514	27.1	VFAKOQUE	VFASICLA
109385	109736	111947	112196	352	250	38.2	VFAKOQUE	VFASICLA
107729	108173	110103	110523	445	421	39.7	VFAKOQUE	VFASICLA
64229	64523	65705	66002	295	298	38.9	VFAKOQUE	VFASICLA
42899	45920	43179	45996	3022	2818	34.39	VFAKOQUE	VFASICLA
111775	111991	114010	114238	217	229	43.4	VFAKOQUE	VFASICLA
58677	59310	60413	60989	634	577	30.9	VFAKOQUE	VFASICLA
110965	111394	113318	113711	430	394	45.3	VFAKOQUE	VFASICLA
82171	83476	86703	87966	1306	1264	33.4	VFAKOQUE	VFASICLA
107136	107745	109496	110102	610	607	34.39	VFAKOQUE	VFASICLA
51001	54148	53287	56404	3148	3118	43.9	VFAKOQUE	VFASICLA
55269	56451	57431	58562	1183	1132	52.0	VFAKOQUE	VFASICLA
59321	60596	60992	62237	1276	1246	42.5	VFAKOQUE	VFASICLA
62158	62776	63749	64343	619	595	36.2	VFAKOQUE	VFASICLA
54144	54711	56375	56909	568	535	25.0	VFAKOQUE	VFASICLA
60583	61573	62236	63199	991	964	35.6	VFAKOQUE	VFASICLA
87829	86755	90710	89729	1075	982	35.7	VFAKOQUE	VFASICLA
94318	92491	96887	94988	1828	1900	35.9	VFAKOQUE	VFASICLA
96857	96083	99318	98604	775	715	29.5	VFAKOQUE	VFASICLA
114230	114524	116060	116324	295	265	32.2	VFAKOQUE	VFASICLA
64911	65793	66402	67239	883	838	30.4	VFAKOQUE	VFASICLA
76291	75826	79367	78923	466	445	37.0	VFAKOQUE	VFASICLA
112443	112794	114696	115035	352	340	41.7	VFAKOQUE	VFASICLA
108510	108876	110837	111215	367	379	44.8	VFAKOQUE	VFASICLA
26497	25585	23623	22756	913	868	41.5	VFAKOQUE	VFASICLA
31130	28697	27756	25710	2434	2047	32.7	VFAKOQUE	VFASICLA
49913	51005	52403	53291	1093	889	40.89	VFAKOQUE	VFASICLA
54700	55270	56898	57435	571	538	65.8	VFAKOQUE	VFASICLA
57422	58502	59138	60143	1081	1006	31.4	VFAKOQUE	VFASICLA
61559	62159	63195	63753	601	559	48.6	VFAKOQUE	VFASICLA
113353	114241	115423	116071	889	649	29.8	VFAKOQUE	VFASICLA
106563	106827	108954	109218	265	265	53.7	VFAKOQUE	VFASICLA
112097	112454	114344	114704	358	361	42.9	VFAKOQUE	VFASICLA
86080	86773	89128	89749	694	622	34.89	VFAKOQUE	VFASICLA
73438	72088	76618	75358	1351	1261	40.4	VFAKOQUE	VFASICLA
90268	91273	92560	93535	1006	976	44.5	VFAKOQUE	VFASICLA
94920	94311	97441	96883	610	559	36.2	VFAKOQUE	VFASICLA
115660	114520	117472	116320	1141	1153	46.8	VFAKOQUE	VFASICLA
64515	64806	65988	66261	292	274	42.2	VFAKOQUE	VFASICLA
37135	35773	37495	36076	1363	1420	46.6	VFAKOQUE	VFASICLA
111987	112101	114234	114348	115	115	54.0	VFAKOQUE	VFASICLA
13875	14178	12915	13194	304	280	34.69	VFAKOQUE	VFASICLA
14171	14597	13396	13828	427	433	33.5	VFAKOQUE	VFASICLA
15323	16448	15459	14463	1126	997	31.1	VFAKOQUE	VFASICLA
16481	16859	16120	15835	379	286	32.2	VFAKOQUE	VFASICLA
16892	17282	15849	15468	391	382	48.8	VFAKOQUE	VFASICLA
18093	17271	16871	16109	823	763	31.5	VFAKOQUE	VFASICLA
20129	18740	18738	17448	1390	1291	31.4	VFAKOQUE	VFASICLA
20280	21177	19299	19713	898	415	37.3	VFAKOQUE	VFASICLA
22281	21717	20722	20194	565	529	39.0	VFAKOQUE	VFASICLA
22549	23623	20945	22043	1075	1099	26.9	VFAKOQUE	VFASICLA
25632	24912	22781	22031	721	751	38.3	VFAKOQUE	VFASICLA
27430	28618	24536	25631	1189	1096	33.4	VFAKOQUE	VFASICLA
46326	47124	46214	47024	799	811	30.8	VFAKOQUE	VFASICLA
47113	48181	46998	48039	1069	1042	43.3	VFAKOQUE	VFASICLA
49900	49318	52243	51727	583	517	56.1	VFAKOQUE	VFASICLA
38814	37428	39875	38678	1387	1198	35.4	VFAKOQUE	VFASICLA
31199	33689	27986	30173	2491	2188	36.2	VFAKOQUE	VFASICLA
63481	64237	65007	65709	757	703	48.9	VFAKOQUE	VFASICLA
70182	70971	73594	74359	790	766	52.8	VFAKOQUE	VFASICLA
104996	105560	107482	107974	565	493	39.3	VFAKOQUE	VFASICLA
75840	74628	78923	77729	1213	1195	39.4	VFAKOQUE	VFASICLA
34663	35452	31074	32154	790	1081	35.2	VFAKOQUE	VFASICLA
105758	106577	108157	108958	820	802	54.3	VFAKOQUE	VFASICLA
80509	82135	85132	86686	1627	1555	51.7	VFAKOQUE	VFASICLA
66366	66189	69934	69793	178	142	48.7	VFAKOQUE	VFASICLA
39779	38810	40539	39864	970	676	33.8	VFAKOQUE	VFASICLA
104443	105010	107085	107502	568	418	45.1	VFAKOQUE	VFASICLA
62775	63489	64339	65026	715	688	31.5	VFAKOQUE	VFASICLA
92216	91262	94512	93531	955	982	36.0	VFAKOQUE	VFASICLA
96139	94909	98633	97424	1231	1210	58.9	VFAKOQUE	VFASICLA
96871	97300	99352	99736	430	385	48.7	VFAKOQUE	VFASICLA
116081	117113	117889	118882	1033	994	40.5	VFAKOQUE	VFASICLA
66190	65842	69806	69461	349	346	42.3	VFAKOQUE	VFASICLA
67964	66908	71502	70458	1057	1045	49.4	VFAKOQUE	VFASICLA
74629	73441	77733	76614	1189	1120	34.89	VFAKOQUE	VFASICLA
33956	34667	30373	31078	712	706	30.0	VFAKOQUE	VFASICLA
97538	97292	100402	100135	247	268	58.0	VFAKOQUE	VFASICLA
41241	42636	41855	42974	1396	1120	36.9	VFAKOQUE	VFASICLA
111380	111776	113700	114024	397	325	45.7	VFAKOQUE	VFASICLA
78368	80150	83161	84877	1783	1717	41.7	VFAKOQUE	VFASICLA
108883	109435	111359	111941	553	583	39.2	VFAKOQUE	VFASICLA
89711	87890	92479	90709	1822	1771	67.9	VFAKOQUE	VFASICLA
70988	72092	74355	75372	1105	1018	34.2	VFAKOQUE	VFASICLA
39782	41249	40747	41869	1468	1123	31.8	VFAKOQUE	VFASICLA
98655	99930	101170	102376	1276	1207	40.69	VFAKOQUE	VFASICLA
0	1194	0	1185	1195	1186	69.49	VFASICLA	VFCALBON1
1356	1671	1220	1637	316	418	37.2	VFASICLA	VFCALBON1
1663	2206	1617	2229	544	613	27.3	VFASICLA	VFCALBON1
2207	2654	2197	2644	448	448	29.6	VFASICLA	VFCALBON1
2631	2970	2618	2984	340	367	28.8	VFASICLA	VFCALBON1
2963	6293	2986	6565	3331	3580	35.4	VFASICLA	VFCALBON1
6285	10080	6561	10392	3796	3832	39.8	VFASICLA	VFCALBON1
10033	10411	10357	10756	379	400	78.8	VFASICLA	VFCALBON1
10394	10865	10721	11204	472	484	33.5	VFASICLA	VFCALBON1
10864	12919	11203	13255	2056	2053	53.1	VFASICLA	VFCALBON1
30373	31078	31634	32294	706	661	32.4	VFASICLA	VFCALBON1
34368	33483	35859	34902	886	958	30.3	VFASICLA	VFCALBON1
36123	34869	37578	36411	1255	1168	29.4	VFASICLA	VFCALBON1
37495	36076	38936	37574	1420	1363	36.8	VFASICLA	VFCALBON1
92479	90709	90790	88975	1771	1816	63.8	VFASICLA	VFCALBON1
97441	96883	95765	95108	559	658	28.19	VFASICLA	VFCALBON1
32838	32118	34198	33397	721	802	42.2	VFASICLA	VFCALBON1
99352	99736	97734	98118	385	385	50.8	VFASICLA	VFCALBON1
50897	51488	51604	52138	592	535	30.2	VFASICLA	VFCALBON1
52403	53291	52816	53863	889	1048	39.0	VFASICLA	VFCALBON1
56375	56909	56953	57490	535	538	32.2	VFASICLA	VFCALBON1
110837	111215	109084	109450	379	367	42.4	VFASICLA	VFCALBON1
96887	94988	95118	93102	1900	2017	36.5	VFASICLA	VFCALBON1
49725	50433	50458	51076	709	619	33.1	VFASICLA	VFCALBON1
110619	110841	108860	109088	223	229	42.4	VFASICLA	VFCALBON1
74355	75372	72772	73873	1018	1102	37.3	VFASICLA	VFCALBON1
60992	62237	60074	61313	1246	1240	39.2	VFASICLA	VFCALBON1
71502	70458	68407	67378	1045	1030	50.1	VFASICLA	VFCALBON1
12915	13194	13259	13571	280	313	32.6	VFASICLA	VFCALBON1
15459	14463	16268	15164	997	1105	27.3	VFASICLA	VFCALBON1
15849	15468	16657	16267	382	391	42.6	VFASICLA	VFCALBON1
16871	16109	17738	16961	763	778	34.3	VFASICLA	VFCALBON1
17449	16867	19296	19767	583	472	38.2	VFASICLA	VFCALBON1
19299	19713	18452	19328	415	877	40.0	VFASICLA	VFCALBON1
20722	20194	20268	19743	529	526	36.3	VFASICLA	VFCALBON1
20945	22043	20548	21628	1099	1081	33.7	VFASICLA	VFCALBON1
23623	22756	24314	23480	868	835	35.5	VFASICLA	VFCALBON1
24536	25631	24351	26361	1096	2011	32.9	VFASICLA	VFCALBON1
27756	25710	28859	26591	2047	2269	26.7	VFASICLA	VFCALBON1
27986	30173	29205	31410	2188	2206	39.7	VFASICLA	VFCALBON1
81896	83162	78906	80247	1267	1342	31.5	VFASICLA	VFCALBON1
73594	74359	71876	72668	766	793	55.1	VFASICLA	VFCALBON1
114344	114704	112528	112864	361	337	46.8	VFASICLA	VFCALBON1
66402	67239	65477	66332	838	856	32.8	VFASICLA	VFCALBON1
48605	49736	49337	50462	1132	1126	52.0	VFASICLA	VFCALBON1
39875	38678	40454	39158	1198	1297	27.7	VFASICLA	VFCALBON1
52243	51727	52803	52293	517	511	41.7	VFASICLA	VFCALBON1
107085	107502	105342	105768	418	427	55.0	VFASICLA	VFCALBON1
56898	57435	57435	58056	538	622	58.7	VFASICLA	VFCALBON1
113318	113711	111454	111943	394	490	36.0	VFASICLA	VFCALBON1
65007	65709	64102	64849	703	748	50.5	VFASICLA	VFCALBON1
117889	118882	116143	117190	994	1048	40.4	VFASICLA	VFCALBON1
107482	107974	105772	106255	493	484	38.3	VFASICLA	VFCALBON1
65705	66002	64845	65133	298	289	43.9	VFASICLA	VFCALBON1
40539	39864	41325	40422	676	904	28.1	VFASICLA	VFCALBON1
101162	100676	99404	98639	487	766	23.4	VFASICLA	VFCALBON1
109496	110102	107837	108464	607	628	40.5	VFASICLA	VFCALBON1
76618	75358	75454	74095	1261	1360	37.1	VFASICLA	VFCALBON1
114696	115035	112870	113212	340	343	45.4	VFASICLA	VFCALBON1
63749	64343	62782	63427	595	646	42.3	VFASICLA	VFCALBON1
65988	66261	65119	65392	274	274	44.9	VFASICLA	VFCALBON1
100402	100135	98347	98104	268	244	65.2	VFASICLA	VFCALBON1
111947	112196	109994	110300	250	307	28.7	VFASICLA	VFCALBON1
69806	69461	66728	66380	346	349	36.6	VFASICLA	VFCALBON1
46998	48039	47819	48839	1042	1021	46.0	VFASICLA	VFCALBON1
101170	102376	99477	100689	1207	1213	48.2	VFASICLA	VFCALBON1
31074	32154	32290	33412	1081	1123	35.0	VFASICLA	VFCALBON1
94512	93531	93134	92129	982	1006	32.2	VFASICLA	VFCALBON1
117472	116320	115764	114630	1153	1135	35.0	VFASICLA	VFCALBON1
53287	56404	53859	56946	3118	3088	43.7	VFASICLA	VFCALBON1
110103	110523	108435	108864	421	430	43.1	VFASICLA	VFCALBON1
112576	113089	110666	111224	514	559	35.1	VFASICLA	VFCALBON1
85132	86686	82255	83851	1555	1597	50.1	VFASICLA	VFCALBON1
89128	89749	87371	87995	622	625	32.1	VFASICLA	VFCALBON1
77733	76614	76607	75458	1120	1150	27.7	VFASICLA	VFCALBON1
115031	115424	113208	113745	394	538	35.0	VFASICLA	VFCALBON1
57431	58562	58052	59216	1132	1165	52.7	VFASICLA	VFCALBON1
108954	109218	107220	107514	265	295	55.0	VFASICLA	VFCALBON1
114234	114348	112418	112532	115	115	54.0	VFASICLA	VFCALBON1
63195	63753	62225	62786	559	562	41.2	VFASICLA	VFCALBON1
43179	45996	43808	46724	2818	2917	36.3	VFASICLA	VFCALBON1
108157	108958	106439	107234	802	796	57.4	VFASICLA	VFCALBON1
92560	93535	91241	92135	976	895	48.6	VFASICLA	VFCALBON1
90710	89729	88979	87980	982	1000	33.4	VFASICLA	VFCALBON1
115423	116071	113728	114340	649	613	30.2	VFASICLA	VFCALBON1
60413	60989	59688	60093	577	406	40.0	VFASICLA	VFCALBON1
70386	69930	67300	66844	457	457	31.5	VFASICLA	VFCALBON1
45982	46114	46720	46885	133	166	72.2	VFASICLA	VFCALBON1
100680	100371	98643	98325	310	319	34.2	VFASICLA	VFCALBON1
86703	87966	83851	85153	1264	1303	35.0	VFASICLA	VFCALBON1
78923	77729	77800	76606	1195	1195	31.0	VFASICLA	VFCALBON1
114010	114238	112200	112422	229	223	41.3	VFASICLA	VFCALBON1
62236	63199	61305	62229	964	925	38.3	VFASICLA	VFCALBON1
98633	97424	96973	95761	1210	1213	54.6	VFASICLA	VFCALBON1
111359	111941	109446	109989	583	544	42.3	VFASICLA	VFCALBON1
83161	84877	80243	82016	1717	1774	43.7	VFASICLA	VFCALBON1
113700	114024	111890	112211	325	322	57.8	VFASICLA	VFCALBON1
64339	65026	63404	64106	688	703	33.4	VFASICLA	VFCALBON1
41855	42974	42300	43557	1120	1258	36.8	VFASICLA	VFCALBON1
0	1185	0	1191	1186	1192	74.1	VFCALBON1	VFCALKRU
1220	1637	1267	1663	418	397	34.69	VFCALBON1	VFCALKRU
2618	2984	2671	3016	367	346	35.0	VFCALBON1	VFCALKRU
2986	6565	3018	6723	3580	3706	39.6	VFCALBON1	VFCALKRU
6561	10392	6719	10481	3832	3763	41.5	VFCALBON1	VFCALKRU
10357	10756	10477	10864	400	388	66.9	VFCALBON1	VFCALKRU
10721	11204	10838	11312	484	475	45.6	VFCALBON1	VFCALKRU
11203	13255	11311	13342	2053	2032	54.0	VFCALBON1	VFCALKRU
13259	13571	13332	13638	313	307	36.8	VFCALBON1	VFCALKRU
13551	13965	13634	14054	415	421	37.2	VFCALBON1	VFCALKRU
15172	14419	15163	14404	754	760	26.2	VFCALBON1	VFCALKRU
16268	15164	16239	15153	1105	1087	28.1	VFCALBON1	VFCALKRU
16657	16267	16632	16239	391	394	35.6	VFCALBON1	VFCALKRU
16965	16653	16948	16618	313	331	29.9	VFCALBON1	VFCALKRU
17738	16961	17729	16904	778	826	30.0	VFCALBON1	VFCALKRU
18452	19328	18762	19620	877	859	35.6	VFCALBON1	VFCALKRU
108435	108864	113546	113939	430	394	42.5	VFCALBON1	VFCALKRU
116143	117190	121373	122417	1048	1045	43.3	VFCALBON1	VFCALKRU
35859	34902	36686	35678	958	1009	27.7	VFCALBON1	VFCALKRU
38936	37574	39832	38449	1363	1384	41.1	VFCALBON1	VFCALKRU
52803	52293	54530	54002	511	529	40.3	VFCALBON1	VFCALKRU
57435	58056	59189	59753	622	565	59.2	VFCALBON1	VFCALKRU
96973	95761	101849	100634	1213	1216	58.6	VFCALBON1	VFCALKRU
106439	107234	111584	112394	796	811	53.6	VFCALBON1	VFCALKRU
113208	113745	118265	118787	538	523	29.5	VFCALBON1	VFCALKRU
42300	43557	43775	45179	1258	1405	37.0	VFCALBON1	VFCALKRU
47819	48839	49442	50453	1021	1012	41.0	VFCALBON1	VFCALKRU
56953	57490	58641	59193	538	553	34.3	VFCALBON1	VFCALKRU
20268	19743	20632	20086	526	547	40.69	VFCALBON1	VFCALKRU
20548	21628	21001	22123	1081	1123	36.7	VFCALBON1	VFCALKRU
22832	21608	23369	22094	1225	1276	35.1	VFCALBON1	VFCALKRU
24314	23480	24947	24041	835	907	27.2	VFCALBON1	VFCALKRU
24351	26361	25875	27012	2011	1138	29.3	VFCALBON1	VFCALKRU
28859	26591	29512	27316	2269	2197	29.4	VFCALBON1	VFCALKRU
29205	31410	29829	32004	2206	2176	38.6	VFCALBON1	VFCALKRU
43808	46724	45395	48281	2917	2887	37.0	VFCALBON1	VFCALKRU
49337	50462	51010	52138	1126	1129	53.4	VFCALBON1	VFCALKRU
52816	53863	54543	55593	1048	1051	40.3	VFCALBON1	VFCALKRU
62782	63427	66235	66832	646	598	36.3	VFCALBON1	VFCALKRU
65477	66332	68961	69801	856	841	31.0	VFCALBON1	VFCALKRU
32290	33412	32962	34096	1123	1135	35.1	VFCALBON1	VFCALKRU
36415	35836	37233	36672	580	562	27.0	VFCALBON1	VFCALKRU
37578	36411	38453	37229	1168	1225	33.9	VFCALBON1	VFCALKRU
53859	56946	55574	58655	3088	3082	41.8	VFCALBON1	VFCALKRU
61305	62229	64709	65714	925	1006	32.0	VFCALBON1	VFCALKRU
65119	65392	68527	68806	274	280	40.4	VFCALBON1	VFCALKRU
111890	112211	116917	117211	322	295	50.4	VFCALBON1	VFCALKRU
68407	67378	71820	70896	1030	925	47.2	VFCALBON1	VFCALKRU
93134	92129	97600	96604	1006	997	31.6	VFCALBON1	VFCALKRU
112870	113212	117832	118207	343	376	49.1	VFCALBON1	VFCALKRU
112200	112422	117197	117419	223	223	61.4	VFCALBON1	VFCALKRU
105772	106255	110810	111416	484	607	35.1	VFCALBON1	VFCALKRU
111454	111943	116497	116911	490	415	43.0	VFCALBON1	VFCALKRU
115764	114630	120735	119877	1135	859	38.0	VFCALBON1	VFCALKRU
76607	75458	79752	78558	1150	1195	27.0	VFCALBON1	VFCALKRU
83851	85153	88238	89516	1303	1279	32.4	VFCALBON1	VFCALKRU
88979	87980	93344	92318	1000	1027	33.8	VFCALBON1	VFCALKRU
34925	34190	35679	34938	736	742	29.2	VFCALBON1	VFCALKRU
58052	59216	59749	60916	1165	1168	53.2	VFCALBON1	VFCALKRU
62225	62786	65670	66243	562	574	44.6	VFCALBON1	VFCALKRU
64845	65133	68247	68547	289	301	47.1	VFCALBON1	VFCALKRU
70842	71895	74231	75341	1054	1111	33.4	VFCALBON1	VFCALKRU
91235	90791	95587	95164	445	424	39.5	VFCALBON1	VFCALKRU
99477	100689	104370	105597	1213	1228	47.5	VFCALBON1	VFCALKRU
111183	111489	116204	116498	307	295	37.7	VFCALBON1	VFCALKRU
81990	82263	86334	86601	274	268	29.0	VFCALBON1	VFCALKRU
107837	108464	112959	113550	628	592	34.79	VFCALBON1	VFCALKRU
112528	112864	117525	117870	337	346	54.0	VFCALBON1	VFCALKRU
78906	80247	83152	84460	1342	1309	33.7	VFCALBON1	VFCALKRU
72772	73873	75991	77077	1102	1087	38.6	VFCALBON1	VFCALKRU
91241	92135	95642	96608	895	967	43.9	VFCALBON1	VFCALKRU
105342	105768	110390	110804	427	415	53.3	VFCALBON1	VFCALKRU
82255	83851	86590	88177	1597	1588	52.2	VFCALBON1	VFCALKRU
60074	61313	63477	64728	1240	1252	36.1	VFCALBON1	VFCALKRU
63404	64106	66822	67509	703	688	36.4	VFCALBON1	VFCALKRU
66728	66380	70214	69851	349	364	50.5	VFCALBON1	VFCALKRU
71876	72668	75489	75990	793	502	65.0	VFCALBON1	VFCALKRU
77800	76606	81012	79752	1195	1261	32.2	VFCALBON1	VFCALKRU
